EQUIPO_NOMBRE,JUGADOR_NOMBRE,GOLES_24M,PENALES_24M,PARTIDOS_EQUIPO_24M,GOLES_POR_PARTIDO,XG_ESTIMADO_PARTIDO,REMATES_ARCO_ESTIMADOS,REMATES_TOTALES_ESTIMADOS,PARTIDOS_MARCANDO_DE_5,PROB_MARCAR
CPV,Hélio Varela,1,0,25,0.04,0.061,0.19,0.61,1,0.077
CPV,Jovane Cabral,1,0,25,0.04,0.061,0.19,0.61,0,0.077
CPV,Kevin Pina,1,0,25,0.04,0.061,0.19,0.61,1,0.077
CRC,Alonso Martínez,6,0,25,0.24,0.223,0.69,2.21,0,0.251
CRC,Manfred Ugalde,5,3,25,0.2,0.19,0.59,1.89,0,0.219
CRC,Warren Madrigal,3,0,25,0.12,0.126,0.39,1.25,0,0.151
CRC,Francisco Calvo,2,1,25,0.08,0.094,0.29,0.93,0,0.115
CRC,Josimar Alcócer,2,0,25,0.08,0.094,0.29,0.93,0,0.115
CRC,Alejandro Bran,1,0,25,0.04,0.061,0.19,0.61,0,0.077
CRC,Alexis Gamboa,1,0,25,0.04,0.061,0.19,0.61,0,0.077
CRC,Jeyland Mitchell,1,0,25,0.04,0.061,0.19,0.61,0,0.077
CRO,Andrej Kramarić,7,0,24,0.292,0.263,0.82,2.61,0,0.29
CRO,Ivan Perišić,6,1,24,0.25,0.23,0.72,2.28,1,0.258
CRO,Ante Budimir,4,1,24,0.167,0.163,0.51,1.62,1,0.191
CRO,Nikola Vlašić,3,0,24,0.125,0.13,0.41,1.29,1,0.155
CRO,Petar Sučić,2,0,24,0.083,0.097,0.3,0.96,1,0.118
CRO,Petar Musa,2,0,24,0.083,0.097,0.3,0.96,1,0.118
CRO,Martin Baturina,2,0,24,0.083,0.097,0.3,0.96,1,0.118
CRO,Luka Modrić,2,1,24,0.083,0.097,0.3,0.96,0,0.118
CTA,Delphin Mokonou,1,0,15,0.067,0.09,0.28,0.9,1,0.111
CTA,Hugo Gambor,1,0,15,0.067,0.09,0.28,0.9,0,0.111
CTA,Karl Namnganda,1,0,15,0.067,0.09,0.28,0.9,1,0.111
CTA,Vénuste Baboula,1,0,15,0.067,0.09,0.28,0.9,1,0.111
CUB,Jorge Aguirre,1,0,17,0.059,0.083,0.26,0.82,0,0.102
CUB,Pedro Bravo,1,0,17,0.059,0.083,0.26,0.82,0,0.102
CUW,Gervane Kastaneer,4,0,25,0.16,0.158,0.49,1.57,0,0.186
CUW,Kenji Gorré,3,0,25,0.12,0.126,0.39,1.25,0,0.151
CUW,Jeremy Antonisse,2,0,25,0.08,0.094,0.29,0.93,0,0.115
CUW,Jordi Paulina,2,1,25,0.08,0.094,0.29,0.93,0,0.115
CUW,Juninho Bacuna,2,0,25,0.08,0.094,0.29,0.93,0,0.115
CUW,Livano Comenencia,2,0,25,0.08,0.094,0.29,0.93,1,0.115
CUW,Tahith Chong,2,0,25,0.08,0.094,0.29,0.93,0,0.115
CUW,Ar'jany Martha,1,0,25,0.04,0.061,0.19,0.61,0,0.077
CYP,Ioannis Pittas,5,1,20,0.25,0.227,0.71,2.25,0,0.255
CYP,Andronikos Kakoullis,2,0,20,0.1,0.112,0.35,1.11,0,0.135
CYP,Grigoris Kastanos,2,1,20,0.1,0.112,0.35,1.11,0,0.135
CYP,Loizos Loizou,2,0,20,0.1,0.112,0.35,1.11,0,0.135
CYP,Charalampos Charalampous,1,0,20,0.05,0.073,0.23,0.73,0,0.091
CYP,Konstantinos Laifis,1,0,20,0.05,0.073,0.23,0.73,0,0.091
CYP,Marinos Tzionis,1,0,20,0.05,0.073,0.23,0.73,0,0.091
CYP,Stelios Andreou,1,0,20,0.05,0.073,0.23,0.73,0,0.091
CZE,Patrik Schick,5,1,23,0.217,0.203,0.63,2.02,0,0.232
CZE,Pavel Šulc,5,0,23,0.217,0.203,0.63,2.02,0,0.232
CZE,Ladislav Krejčí,3,0,23,0.13,0.134,0.42,1.34,1,0.16
CZE,Tomáš Chorý,3,0,23,0.13,0.134,0.42,1.34,0,0.16
CZE,Tomáš Souček,3,1,23,0.13,0.134,0.42,1.34,0,0.16
CZE,Adam Hložek,2,0,23,0.087,0.1,0.31,0.99,0,0.122
CZE,Adam Karabec,2,0,23,0.087,0.1,0.31,0.99,0,0.122
CZE,Lukáš Červ,2,0,23,0.087,0.1,0.31,0.99,0,0.122
DEN,Rasmus Højlund,6,1,20,0.3,0.265,0.83,2.63,1,0.292
DEN,Gustav Isaksen,5,0,20,0.25,0.227,0.71,2.25,1,0.255
DEN,Mikkel Damsgaard,4,0,20,0.2,0.188,0.59,1.87,1,0.217
DEN,Patrick Dorgu,3,0,20,0.15,0.15,0.47,1.49,1,0.177
DEN,Anders Dreyer,2,0,20,0.1,0.112,0.35,1.11,0,0.135
DEN,Christian Eriksen,2,0,20,0.1,0.112,0.35,1.11,0,0.135
DEN,Joachim Andersen,2,0,20,0.1,0.112,0.35,1.11,1,0.135
DEN,Albert Grønbæk,1,0,20,0.05,0.073,0.23,0.73,0,0.091
DMA,Audel Laville,2,0,14,0.143,0.145,0.45,1.44,0,0.172
DMA,Troy Jules,1,0,14,0.071,0.095,0.3,0.94,0,0.116
DOM,Dorny Romero,2,0,20,0.1,0.112,0.35,1.11,0,0.135
DOM,Peter González,2,0,20,0.1,0.112,0.35,1.11,0,0.135
DOM,Edarlyn Reyes,1,0,20,0.05,0.073,0.23,0.73,0,0.091
DOM,Edison Azcona,1,0,20,0.05,0.073,0.23,0.73,0,0.091
DOM,Heinz Mörschel,1,0,20,0.05,0.073,0.23,0.73,0,0.091
DOM,Jimmy Kaparos,1,0,20,0.05,0.073,0.23,0.73,0,0.091
DOM,Joao Urbáez,1,0,20,0.05,0.073,0.23,0.73,0,0.091
DOM,Noah Dollenmayer,1,0,20,0.05,0.073,0.23,0.73,0,0.091
ECU,Enner Valencia,6,2,24,0.25,0.23,0.72,2.28,0,0.258
ECU,Gonzalo Plata,3,0,24,0.125,0.13,0.41,1.29,1,0.155
ECU,Alan Minda,1,0,24,0.042,0.063,0.2,0.63,0,0.079
ECU,Nilson Angulo,1,0,24,0.042,0.063,0.2,0.63,1,0.079
EGY,Mohamed Salah,9,2,33,0.273,0.254,0.79,2.52,1,0.281
EGY,Omar Marmoush,3,1,33,0.091,0.1,0.31,0.99,0,0.122
EGY,Ahmed Sayed,2,0,33,0.061,0.074,0.23,0.74,0,0.092
EGY,Emam Ashour,2,0,33,0.061,0.074,0.23,0.74,2,0.092
EGY,Mostafa Ziko,2,0,33,0.061,0.074,0.23,0.74,2,0.092
EGY,Yasser Ibrahim,2,0,33,0.061,0.074,0.23,0.74,1,0.092
EGY,Ibrahim Adel,1,0,33,0.03,0.049,0.15,0.48,0,0.061
EGY,Mahmoud Saber,1,0,33,0.03,0.049,0.15,0.48,1,0.061
ENG,Harry Kane,17,4,27,0.63,0.542,1.69,5.38,3,0.506
ENG,Jude Bellingham,7,0,27,0.259,0.239,0.75,2.38,3,0.267
ENG,Anthony Gordon,3,0,27,0.111,0.118,0.37,1.17,1,0.142
ENG,Declan Rice,3,0,27,0.111,0.118,0.37,1.17,0,0.142
ENG,Eberechi Eze,3,0,27,0.111,0.118,0.37,1.17,0,0.142
ENG,Marcus Rashford,2,1,27,0.074,0.088,0.27,0.87,0,0.108
ENG,Jack Grealish,2,0,27,0.074,0.088,0.27,0.87,0,0.108
ENG,Taylor Harwood-Bellis,1,0,27,0.037,0.058,0.18,0.57,0,0.072
EQG,Emilio Nsue,2,0,21,0.095,0.107,0.33,1.07,1,0.13
EQG,Iban Salvador,2,0,21,0.095,0.107,0.33,1.07,0,0.13
EQG,Federico Bikoro,1,0,21,0.048,0.07,0.22,0.7,0,0.087
EQG,José Nabil Ondo,1,0,21,0.048,0.07,0.22,0.7,0,0.087
EQG,Marvin Anieboh,1,0,21,0.048,0.07,0.22,0.7,0,0.087
EQG,Pablo Ganet,1,0,21,0.048,0.07,0.22,0.7,0,0.087
EQG,Saúl Coco,1,0,21,0.048,0.07,0.22,0.7,0,0.087
ESP,Mikel Oyarzabal,15,4,27,0.556,0.482,1.5,4.78,2,0.465
ESP,Mikel Merino,10,0,27,0.37,0.33,1.03,3.28,2,0.349
ESP,Lamine Yamal,4,1,27,0.148,0.148,0.46,1.47,0,0.176
ESP,Fabián Ruiz,3,0,27,0.111,0.118,0.37,1.17,1,0.142
ESP,Ferran Torres,3,0,27,0.111,0.118,0.37,1.17,0,0.142
ESP,Pedri,3,0,27,0.111,0.118,0.37,1.17,0,0.142
ESP,Martin Zubimendi,2,0,27,0.074,0.088,0.27,0.87,0,0.108
ESP,Álex Baena,2,0,27,0.074,0.088,0.27,0.87,1,0.108
EST,Mattias Käit,3,0,20,0.15,0.15,0.47,1.49,0,0.177
EST,Rauno Sappinen,2,0,20,0.1,0.112,0.35,1.11,0,0.135
EST,Ioan Yakovlev,1,0,20,0.05,0.073,0.23,0.73,0,0.091
EST,Karel Mustmaa,1,0,20,0.05,0.073,0.23,0.73,1,0.091
EST,Maksim Paskotši,1,0,20,0.05,0.073,0.23,0.73,0,0.091
EST,Rasmus Peetson,1,0,20,0.05,0.073,0.23,0.73,0,0.091
EST,Robi Saarma,1,0,20,0.05,0.073,0.23,0.73,0,0.091
EST,Rocco Robert Shein,1,0,20,0.05,0.073,0.23,0.73,0,0.091
ETH,Abubeker Nassir,3,1,14,0.214,0.195,0.61,1.94,0,0.224
ETH,Bereket Desta,3,1,14,0.214,0.195,0.61,1.94,0,0.224
ETH,Ayten Biniam,1,0,14,0.071,0.095,0.3,0.94,1,0.116
ETH,Ramkel James,1,0,14,0.071,0.095,0.3,0.94,1,0.116
FIJ,Roy Krishna,3,2,14,0.214,0.195,0.61,1.94,0,0.224
FIJ,Merrill Nand,1,0,14,0.071,0.095,0.3,0.94,0,0.116
FIJ,Thomas Dunn,1,0,14,0.071,0.095,0.3,0.94,0,0.116
FIN,Benjamin Källman,3,0,20,0.15,0.15,0.47,1.49,0,0.177
FIN,Joel Pohjanpalo,3,2,20,0.15,0.15,0.47,1.49,0,0.177
FIN,Adam Markhiyev,1,0,20,0.05,0.073,0.23,0.73,0,0.091
FIN,Arttu Hoskonen,1,0,20,0.05,0.073,0.23,0.73,0,0.091
FIN,Kaan Kairinen,1,0,20,0.05,0.073,0.23,0.73,0,0.091
FIN,Oliver Antman,1,0,20,0.05,0.073,0.23,0.73,0,0.091
FRA,Kylian Mbappé,15,4,27,0.556,0.482,1.5,4.78,3,0.465
FRA,Ousmane Dembélé,7,0,27,0.259,0.239,0.75,2.38,2,0.267
FRA,Bradley Barcola,5,0,27,0.185,0.179,0.56,1.77,1,0.207
FRA,Michael Olise,4,0,27,0.148,0.148,0.46,1.47,0,0.176
FRA,Randal Kolo Muani,4,1,27,0.148,0.148,0.46,1.47,0,0.176
FRA,Adrien Rabiot,3,0,27,0.111,0.118,0.37,1.17,0,0.142
FRA,Christopher Nkunku,2,0,27,0.074,0.088,0.27,0.87,0,0.108
FRA,Jean-Philippe Mateta,2,0,27,0.074,0.088,0.27,0.87,0,0.108
FRO,Hanus Sørensen,5,0,19,0.263,0.236,0.74,2.34,1,0.264
FRO,Martin Agnarsson,2,0,19,0.105,0.116,0.36,1.15,0,0.14
FRO,Viljormur Davidsen,2,2,19,0.105,0.116,0.36,1.15,0,0.14
FRO,Árni Frederiksberg,2,1,19,0.105,0.116,0.36,1.15,0,0.14
FRO,Gunnar Vatnhamar,1,0,19,0.053,0.076,0.24,0.75,0,0.094
FRO,Géza Dávid Turi,1,0,19,0.053,0.076,0.24,0.75,1,0.094
FRO,Jann Benjaminsen,1,0,19,0.053,0.076,0.24,0.75,0,0.094
FRO,Jóannes Bjartalíð,1,0,19,0.053,0.076,0.24,0.75,0,0.094
GAB,Pierre-Emerick Aubameyang,7,1,20,0.35,0.304,0.95,3.02,1,0.326
GAB,Denis Bouanga,6,0,20,0.3,0.265,0.83,2.63,1,0.292
GAB,Mario Lemina,2,0,20,0.1,0.112,0.35,1.11,0,0.135
GAB,Alex Moucketou-Moussounda,1,0,20,0.05,0.073,0.23,0.73,1,0.091
GAB,Bryan Meyo,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GAB,Guélor Kanga,1,0,20,0.05,0.073,0.23,0.73,1,0.091
GAB,Jim Allevinah,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GAB,Yannis M'Bemba,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GAM,Musa Barrow,5,0,17,0.294,0.257,0.8,2.55,1,0.284
GAM,Adama Sidibeh,4,0,17,0.235,0.213,0.66,2.12,2,0.242
GAM,Abdoulie Manneh,3,0,17,0.176,0.17,0.53,1.68,1,0.198
GAM,Yankuba Minteh,3,0,17,0.176,0.17,0.53,1.68,1,0.198
GAM,Alieu Fadera,1,1,17,0.059,0.083,0.26,0.82,0,0.102
GAM,Ebou Adams,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GAM,Sheriff Sinyan,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GEO,Georges Mikautadze,8,0,20,0.4,0.342,1.07,3.4,0,0.359
GEO,Giorgi Kochorashvili,4,0,20,0.2,0.188,0.59,1.87,0,0.217
GEO,Khvicha Kvaratskhelia,4,1,20,0.2,0.188,0.59,1.87,0,0.217
GEO,Giorgi Chakvetadze,2,0,20,0.1,0.112,0.35,1.11,0,0.135
GEO,Luka Lochoshvili,1,0,20,0.05,0.073,0.23,0.73,1,0.091
GEO,Nika Gagnidze,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GEO,Otar Kiteishvili,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GEO,Zuriko Davitashvili,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GER,Deniz Undav,6,0,24,0.25,0.23,0.72,2.28,2,0.258
GER,Florian Wirtz,5,0,24,0.208,0.197,0.61,1.95,0,0.226
GER,Kai Havertz,5,2,24,0.208,0.197,0.61,1.95,2,0.226
GER,Tim Kleindienst,4,0,24,0.167,0.163,0.51,1.62,0,0.191
GER,Nick Woltemade,4,0,24,0.167,0.163,0.51,1.62,0,0.191
GER,Jamal Musiala,4,0,24,0.167,0.163,0.51,1.62,1,0.191
GER,Joshua Kimmich,4,2,24,0.167,0.163,0.51,1.62,0,0.191
GER,Leroy Sané,4,0,24,0.167,0.163,0.51,1.62,1,0.191
GHA,Jordan Ayew,3,1,24,0.125,0.13,0.41,1.29,0,0.155
GHA,Thomas Partey,3,0,24,0.125,0.13,0.41,1.29,0,0.155
GHA,Alexander Djiku,2,0,24,0.083,0.097,0.3,0.96,0,0.118
GHA,Mohammed Kudus,2,0,24,0.083,0.097,0.3,0.96,0,0.118
GHA,Mohammed Salisu,2,0,24,0.083,0.097,0.3,0.96,0,0.118
GHA,Antoine Semenyo,1,0,24,0.042,0.063,0.2,0.63,0,0.079
GHA,Caleb Yirenkyi,1,0,24,0.042,0.063,0.2,0.63,1,0.079
GHA,Derrick Luckassen,1,0,24,0.042,0.063,0.2,0.63,1,0.079
GIB,James Scanlon,2,0,18,0.111,0.121,0.38,1.2,0,0.145
GIB,Liam Walker,2,1,18,0.111,0.121,0.38,1.2,0,0.145
GIB,Dan Bent,1,0,18,0.056,0.079,0.25,0.79,0,0.098
GIB,Ethan Britto,1,0,18,0.056,0.079,0.25,0.79,0,0.098
GIB,Liam Jessop,1,0,18,0.056,0.079,0.25,0.79,1,0.098
GNB,Fali Candé,1,0,16,0.062,0.086,0.27,0.86,1,0.106
GNB,Iano Imbeni,1,0,16,0.062,0.086,0.27,0.86,1,0.106
GNB,Mama Baldé,1,0,16,0.062,0.086,0.27,0.86,0,0.106
GNB,Tamble Monteiro,1,0,16,0.062,0.086,0.27,0.86,0,0.106
GNB,Zidane Banjaqui,1,0,16,0.062,0.086,0.27,0.86,0,0.106
GPE,Ange-Freddy Plumain,1,1,11,0.091,0.112,0.35,1.11,1,0.135
GPE,Florian David,1,1,11,0.091,0.112,0.35,1.11,1,0.135
GPE,Jordan Leborgne,1,0,11,0.091,0.112,0.35,1.11,1,0.135
GPE,Matthias Phaëton,1,0,11,0.091,0.112,0.35,1.11,1,0.135
GPE,Thierry Ambrose,1,0,11,0.091,0.112,0.35,1.11,1,0.135
GRE,Christos Tzolis,6,0,20,0.3,0.265,0.83,2.63,0,0.292
GRE,Anastasios Bakasetas,4,0,20,0.2,0.188,0.59,1.87,0,0.217
GRE,Fotis Ioannidis,3,0,20,0.15,0.15,0.47,1.49,0,0.177
GRE,Konstantinos Karetsas,3,0,20,0.15,0.15,0.47,1.49,0,0.177
GRE,Vangelis Pavlidis,3,0,20,0.15,0.15,0.47,1.49,0,0.177
GRE,Dimitrios Kourbelis,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GRE,Giannis Konstantelias,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GRE,Kostas Tsimikas,1,0,20,0.05,0.073,0.23,0.73,0,0.091
GRN,Darius Johnson,2,0,17,0.118,0.126,0.39,1.25,0,0.151
GRN,Jermaine Francis,2,0,17,0.118,0.126,0.39,1.25,0,0.151
GRN,Joshua Isaac,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GRN,Kayden Harrack,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GRN,Keishean Francois,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GRN,Regan Charles-Cook,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GRN,Saydrel Lewis,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GUA,Óscar Santis,4,0,26,0.154,0.153,0.48,1.52,1,0.181
GUA,Olger Escobar,3,0,26,0.115,0.122,0.38,1.21,1,0.147
GUA,Oscar Santis,3,0,26,0.115,0.122,0.38,1.21,0,0.147
GUA,Darwin Lom,2,0,26,0.077,0.091,0.28,0.9,1,0.111
GUA,Rubio Rubin,2,0,26,0.077,0.091,0.28,0.9,0,0.111
GUA,Arquímides Ordóñez,1,0,26,0.038,0.059,0.19,0.59,1,0.074
GUA,José Carlos Pinto,1,1,26,0.038,0.059,0.19,0.59,0,0.074
GUA,Nicolás Samayoa,1,0,26,0.038,0.059,0.19,0.59,0,0.074
GUI,Abdoul Karim Traoré,3,0,17,0.176,0.17,0.53,1.68,0,0.198
GUI,Aliou Baldé,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GUI,Ousmane Camara,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GUI,Serhou Guirassy,1,0,17,0.059,0.083,0.26,0.82,0,0.102
GUY,Nathan Ferguson,1,0,14,0.071,0.095,0.3,0.94,1,0.116
GUY,Omari Glasgow,1,0,14,0.071,0.095,0.3,0.94,1,0.116
GUY,Osaze De Rosario,1,0,14,0.071,0.095,0.3,0.94,1,0.116
HAI,Duckens Nazon,5,0,25,0.2,0.19,0.59,1.89,0,0.219
HAI,Don Deedson Louicius,3,0,25,0.12,0.126,0.39,1.25,0,0.151
HAI,Frantzdy Pierrot,3,0,25,0.12,0.126,0.39,1.25,0,0.151
HAI,Danley Jean Jacques,2,0,25,0.08,0.094,0.29,0.93,0,0.115
HAI,Ruben Providence,2,0,25,0.08,0.094,0.29,0.93,0,0.115
HAI,Louicius Don Deedson,1,0,25,0.04,0.061,0.19,0.61,0,0.077
HAI,Mondy Prunier,1,0,25,0.04,0.061,0.19,0.61,0,0.077
HAI,Wilson Isidor,1,0,25,0.04,0.061,0.19,0.61,1,0.077
HON,Romell Quioto,3,0,24,0.125,0.13,0.41,1.29,1,0.155
HON,Alexy Vega,2,0,24,0.083,0.097,0.3,0.96,0,0.118
HON,Anthony Lozano,2,0,24,0.083,0.097,0.3,0.96,1,0.118
HON,Dixon Ramírez,1,0,24,0.042,0.063,0.2,0.63,0,0.079
HON,Getsel Montes,1,0,24,0.042,0.063,0.2,0.63,0,0.079
HON,Jorge Álvarez,1,0,24,0.042,0.063,0.2,0.63,0,0.079
HON,Luis Palma,1,0,24,0.042,0.063,0.2,0.63,0,0.079
HON,Rigoberto Rivas,1,0,24,0.042,0.063,0.2,0.63,1,0.079
HUN,Barnabás Varga,5,0,20,0.25,0.227,0.71,2.25,1,0.255
HUN,Dominik Szoboszlai,4,2,20,0.2,0.188,0.59,1.87,0,0.217
HUN,Dániel Lukács,2,0,20,0.1,0.112,0.35,1.11,1,0.135
HUN,Roland Sallai,2,0,20,0.1,0.112,0.35,1.11,0,0.135
HUN,András Schäfer,1,0,20,0.05,0.073,0.23,0.73,0,0.091
HUN,Attila Szalai,1,0,20,0.05,0.073,0.23,0.73,0,0.091
HUN,Zsombor Gruber,1,0,20,0.05,0.073,0.23,0.73,0,0.091
IDN,Ole Romeny,3,1,22,0.136,0.139,0.43,1.38,0,0.166
IDN,Kevin Diks,2,2,22,0.091,0.104,0.32,1.03,0,0.126
IDN,Marselino Ferdinan,2,0,22,0.091,0.104,0.32,1.03,0,0.126
IDN,Rafael Struick,1,0,22,0.045,0.068,0.21,0.67,0,0.084
IDN,Ragnar Oratmangoen,1,0,22,0.045,0.068,0.21,0.67,0,0.084
IDN,Sandy Walsh,1,0,22,0.045,0.068,0.21,0.67,0,0.084
IDN,Thom Haye,1,0,22,0.045,0.068,0.21,0.67,0,0.084
IRL,Troy Parrott,6,2,21,0.286,0.256,0.8,2.54,1,0.283
IRL,Evan Ferguson,5,0,21,0.238,0.219,0.68,2.17,0,0.247
IRL,Adam Idah,2,0,21,0.095,0.107,0.33,1.07,0,0.13
IRL,Finn Azaz,1,0,21,0.048,0.07,0.22,0.7,0,0.087
IRL,Liam Scales,1,0,21,0.048,0.07,0.22,0.7,0,0.087
IRL,Matt Doherty,1,0,21,0.048,0.07,0.22,0.7,0,0.087
IRL,Robbie Brady,1,0,21,0.048,0.07,0.22,0.7,0,0.087
IRN,Mehdi Taremi,5,0,21,0.238,0.219,0.68,2.17,0,0.247
IRN,Mohammad Mohebi,5,0,21,0.238,0.219,0.68,2.17,1,0.247
IRN,Sardar Azmoun,4,0,21,0.19,0.181,0.57,1.8,0,0.21
IRN,Mehdi Ghayedi,2,0,21,0.095,0.107,0.33,1.07,0,0.13
IRN,Ramin Rezaeian,2,0,21,0.095,0.107,0.33,1.07,2,0.13
IRN,Amirhossein Hosseinzadeh,1,0,21,0.048,0.07,0.22,0.7,0,0.087
IRN,Mohammad Mehdi Mohebi,1,0,21,0.048,0.07,0.22,0.7,0,0.087
IRN,Saleh Hardani,1,0,21,0.048,0.07,0.22,0.7,0,0.087
IRQ,Aymen Hussein,6,0,30,0.2,0.192,0.6,1.9,1,0.221
IRQ,Ali Al-Hamadi,2,0,30,0.067,0.081,0.25,0.8,0,0.099
IRQ,Ibrahim Bayesh,2,0,30,0.067,0.081,0.25,0.8,0,0.099
IRQ,Akam Hashim,1,0,30,0.033,0.053,0.16,0.52,0,0.066
IRQ,Amir Al-Ammari,1,1,30,0.033,0.053,0.16,0.52,0,0.066
IRQ,Mohanad Ali,1,0,30,0.033,0.053,0.16,0.52,0,0.066
IRQ,Sajjad Jassim,1,0,30,0.033,0.053,0.16,0.52,0,0.066
IRQ,Youssef Amyn,1,0,30,0.033,0.053,0.16,0.52,0,0.066
ISL,Orri Óskarsson,5,0,21,0.238,0.219,0.68,2.17,0,0.247
ISL,Albert Guðmundsson,4,0,21,0.19,0.181,0.57,1.8,0,0.21
ISL,Andri Guðjohnsen,3,0,21,0.143,0.144,0.45,1.43,0,0.171
ISL,Victor Pálsson,3,0,21,0.143,0.144,0.45,1.43,0,0.171
ISL,Ísak Bergmann Jóhannesson,3,0,21,0.143,0.144,0.45,1.43,0,0.171
ISL,Kristian Hlynsson,2,0,21,0.095,0.107,0.33,1.07,0,0.13
ISL,Jón Dagur Þorsteinsson,1,0,21,0.048,0.07,0.22,0.7,0,0.087
ISL,Logi Tómasson,1,0,21,0.048,0.07,0.22,0.7,0,0.087
ISR,Mohammad Abu Fani,4,1,18,0.222,0.204,0.64,2.03,0,0.233
ISR,Dor Peretz,3,0,18,0.167,0.163,0.51,1.61,0,0.19
ISR,Dan Biton,2,0,18,0.111,0.121,0.38,1.2,0,0.145
ISR,Dor Turgeman,2,1,18,0.111,0.121,0.38,1.2,1,0.145
ISR,Eli Dasa,1,0,18,0.056,0.079,0.25,0.79,0,0.098
ISR,Eliel Peretz,1,0,18,0.056,0.079,0.25,0.79,1,0.098
ISR,Manor Solomon,1,0,18,0.056,0.079,0.25,0.79,0,0.098
ISR,Omri Gandelman,1,0,18,0.056,0.079,0.25,0.79,0,0.098
ITA,Moise Kean,9,0,20,0.45,0.381,1.19,3.78,2,0.39
ITA,Mateo Retegui,7,2,20,0.35,0.304,0.95,3.02,0,0.326
ITA,Giacomo Raspadori,5,1,20,0.25,0.227,0.71,2.25,0,0.255
ITA,Sandro Tonali,4,0,20,0.2,0.188,0.59,1.87,1,0.217
ITA,Andrea Cambiaso,3,0,20,0.15,0.15,0.47,1.49,0,0.177
ITA,Davide Frattesi,3,0,20,0.15,0.15,0.47,1.49,0,0.177
ITA,Pio Esposito,3,0,20,0.15,0.15,0.47,1.49,1,0.177
ITA,Gianluca Mancini,2,0,20,0.1,0.112,0.35,1.11,0,0.135
JAM,Jon Russell,3,0,29,0.103,0.111,0.35,1.11,0,0.135
JAM,Warner Brown,3,0,29,0.103,0.111,0.35,1.11,0,0.135
JAM,Bailey Cadamarteri,2,0,29,0.069,0.083,0.26,0.82,1,0.102
JAM,Renaldo Cephas,2,0,29,0.069,0.083,0.26,0.82,0,0.102
JAM,Shamar Nicholson,2,0,29,0.069,0.083,0.26,0.82,0,0.102
JAM,Amari'i Bell,1,0,29,0.034,0.054,0.17,0.54,0,0.068
JAM,Bobby De Cordova-Reid,1,0,29,0.034,0.054,0.17,0.54,0,0.068
JAM,Damion Lowe,1,0,29,0.034,0.054,0.17,0.54,0,0.068
JOR,Ali Olwan,6,2,34,0.176,0.173,0.54,1.71,1,0.201
JOR,Yazan Al-Naimat,5,0,34,0.147,0.148,0.46,1.46,0,0.174
JOR,Musa Al-Taamari,3,0,34,0.088,0.098,0.3,0.97,1,0.119
JOR,Abdallah Nasib,1,0,34,0.029,0.048,0.15,0.47,0,0.06
JOR,Nizar Al-Rashdan,1,0,34,0.029,0.048,0.15,0.47,1,0.06
JOR,Noor Al-Rawabdeh,1,0,34,0.029,0.048,0.15,0.47,0,0.06
JOR,Yazan Al-Arab,1,0,34,0.029,0.048,0.15,0.47,0,0.06
JPN,Daichi Kamada,6,0,23,0.261,0.238,0.74,2.36,2,0.266
JPN,Ayase Ueda,4,1,23,0.174,0.169,0.53,1.68,1,0.197
JPN,Hidemasa Morita,3,0,23,0.13,0.134,0.42,1.34,0,0.16
JPN,Takumi Minamino,3,0,23,0.13,0.134,0.42,1.34,0,0.16
JPN,Takefusa Kubo,3,0,23,0.13,0.134,0.42,1.34,0,0.16
JPN,Kōki Ogawa,3,0,23,0.13,0.134,0.42,1.34,0,0.16
JPN,Daizen Maeda,2,0,23,0.087,0.1,0.31,0.99,1,0.122
JPN,Junya Itō,2,0,23,0.087,0.1,0.31,0.99,1,0.122
KAZ,Galymzhan Kenzhebek,2,0,21,0.095,0.107,0.33,1.07,0,0.13
KAZ,Aleksandr Marochkin,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KAZ,Alibek Kasym,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KAZ,Askhat Tagybergen,1,1,21,0.048,0.07,0.22,0.7,0,0.087
KAZ,Baktiyor Zainutdinov,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KAZ,Dastan Satpayev,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KAZ,Dinmukhamed Karaman,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KAZ,Maksim Samorodov,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KEN,Michael Olunga,4,2,21,0.19,0.181,0.57,1.8,0,0.21
