date,home_team,away_team,home_goals,away_goals,home_shots_on,away_shots_on,home_shots_off,away_shots_off,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red,odd_home,odd_draw,odd_away,odd_home_pin,odd_draw_pin,odd_away_pin,referee,tournament,stadium,MATCH_ID,elo_diff,home_xg,away_xg,home_possession,away_possession
2024-04-06,Asteras Tripolis,Kifisia,1,2,4.0,7.0,10.0,3.0,4.0,3.0,5.0,2.0,0.0,1.0,2.05,3.3,3.75,2.12,3.58,3.34,,Super League,,20240406_Asteras-Tripolis_Kifisia,24.32792918826385,0.99,1.14,57.4,42.6
2024-04-06,Atromitos,Panserraikos,1,1,3.0,4.0,7.0,4.0,5.0,1.0,6.0,3.0,0.0,0.0,2.25,3.2,3.4,2.84,3.06,2.7,,Super League,,20240406_Atromitos_Panserraikos,21.66895021465757,1.08,0.05,48.0,52.0
2024-04-06,OFI Crete,Giannina,4,0,8.0,5.0,12.0,6.0,6.0,2.0,0.0,3.0,0.0,1.0,2.0,3.25,4.0,1.95,3.33,4.18,,Super League,,20240406_OFI-Crete_Giannina,35.48007034100965,1.3,1.6,48.5,51.5
2024-04-06,Panetolikos,Volos NFC,0,1,4.0,1.0,8.0,4.0,9.0,3.0,4.0,2.0,1.0,1.0,2.25,3.1,3.5,2.1,3.02,4.09,,Super League,,20240406_Panetolikos_Volos-NFC,-9.257332546113503,0.3,1.94,46.7,53.3
2024-04-07,AEK,PAOK,2,2,4.0,4.0,6.0,4.0,3.0,6.0,6.0,6.0,0.0,0.0,1.85,3.5,4.33,1.77,3.89,4.34,,Super League,,20240407_AEK_PAOK,9.528174712417467,1.58,1.03,47.6,52.4
2024-04-07,Aris,Panathinaikos,0,2,6.0,3.0,14.0,7.0,8.0,1.0,2.0,3.0,0.0,0.0,4.0,3.5,1.91,4.33,3.36,1.91,,Super League,,20240407_Aris_Panathinaikos,-64.13247553797464,0.8,1.06,51.0,49.0
2024-04-07,Lamia,Olympiakos,1,5,3.0,11.0,6.0,10.0,2.0,4.0,1.0,1.0,0.0,0.0,12.0,6.0,1.25,12.26,6.53,1.21,,Super League,,20240407_Lamia_Olympiakos,-124.64612923246477,0.43,2.52,47.8,52.2
2024-04-13,Giannina,Asteras Tripolis,0,1,2.0,3.0,14.0,5.0,10.0,6.0,4.0,5.0,0.0,0.0,2.45,3.25,3.0,2.21,3.27,3.43,,Super League,,20240413_Giannina_Asteras-Tripolis,-25.459466689360397,0.91,0.92,52.3,47.7
2024-04-13,Kifisia,Panetolikos,0,1,3.0,3.0,16.0,6.0,2.0,6.0,1.0,3.0,0.0,0.0,2.2,3.2,3.5,2.37,3.26,3.11,,Super League,,20240413_Kifisia_Panetolikos,1.8291032311858544,0.79,0.05,50.1,49.9
2024-04-13,Panserraikos,OFI Crete,2,2,4.0,5.0,6.0,6.0,1.0,6.0,3.0,4.0,0.0,0.0,2.38,3.1,3.25,2.65,2.96,2.99,,Super League,,20240413_Panserraikos_OFI-Crete,4.074536571163662,1.36,1.44,55.0,45.0
2024-04-13,Volos NFC,Atromitos,2,2,6.0,6.0,5.0,7.0,7.0,2.0,3.0,5.0,0.0,0.0,2.05,3.25,4.0,1.88,3.22,4.74,,Super League,,20240413_Volos-NFC_Atromitos,-23.688047768087472,1.37,1.37,46.7,53.3
2024-04-14,AEK,Aris,2,0,7.0,2.0,9.0,2.0,4.0,2.0,2.0,5.0,0.0,0.0,1.25,5.75,15.0,1.17,6.93,17.56,,Super League,,20240414_AEK_Aris,96.61996148339676,0.91,1.18,52.5,47.5
2024-04-14,Panathinaikos,Lamia,3,1,6.0,2.0,16.0,4.0,7.0,1.0,0.0,5.0,0.0,0.0,1.14,7.5,21.0,1.08,11.06,32.19,,Super League,,20240414_Panathinaikos_Lamia,165.13247415470664,0.89,0.94,53.2,46.8
2024-04-20,Asteras Tripolis,Panetolikos,0,2,2.0,7.0,7.0,6.0,10.0,6.0,1.0,1.0,0.0,0.0,2.7,3.1,2.75,2.87,3.13,2.62,,Super League,,20240420_Asteras-Tripolis_Panetolikos,-0.4616829264143689,0.39,1.81,50.6,49.4
2024-04-20,Atromitos,Kifisia,1,2,3.0,7.0,11.0,6.0,3.0,5.0,3.0,6.0,0.0,0.0,2.7,3.5,2.55,2.73,3.36,2.6,,Super League,,20240420_Atromitos_Kifisia,65.72323808285819,0.05,0.59,55.9,44.1
2024-04-20,OFI Crete,Volos NFC,2,1,8.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,2.1,3.2,3.6,2.05,3.09,4.18,,Super League,,20240420_OFI-Crete_Volos-NFC,-1.2367065071148318,1.44,1.17,52.1,47.9
2024-04-21,Aris,AEK,1,2,4.0,12.0,7.0,16.0,2.0,9.0,6.0,2.0,0.0,0.0,6.5,4.5,1.45,9.79,5.32,1.3,,Super League,,20240421_Aris_AEK,-114.11258522305025,1.33,1.65,47.7,52.3
2024-04-21,Lamia,Panathinaikos,0,5,5.0,10.0,6.0,7.0,2.0,4.0,3.0,2.0,0.0,0.0,9.5,7.0,1.25,16.15,7.58,1.16,,Super League,,20240421_Lamia_Panathinaikos,-178.51335777231884,1.17,2.84,43.8,56.2
2024-04-21,Olympiakos,PAOK,2,1,3.0,2.0,5.0,5.0,2.0,3.0,1.0,5.0,0.0,0.0,2.1,3.5,3.4,2.36,3.41,3.01,,Super League,,20240421_Olympiakos_PAOK,-28.743070287541286,0.28,0.18,52.0,48.0
2024-04-21,Panserraikos,Giannina,2,1,5.0,4.0,7.0,9.0,6.0,4.0,3.0,3.0,0.0,0.0,2.0,3.3,4.0,1.99,3.35,4.01,,Super League,,20240421_Panserraikos_Giannina,72.09372338839808,0.72,0.72,53.6,46.4
2024-04-24,AEK,Panathinaikos,3,0,7.0,1.0,9.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,1.91,3.3,4.33,1.74,3.65,4.88,,Super League,,20240424_AEK_Panathinaikos,16.793218883507052,1.19,0.81,42.9,57.1
2024-04-24,Aris,Olympiakos,1,1,6.0,11.0,8.0,7.0,3.0,11.0,1.0,1.0,0.0,0.0,8.0,4.2,1.45,6.99,4.8,1.42,,Super League,,20240424_Aris_Olympiakos,-88.93809185279088,1.1,0.42,44.7,55.3
2024-04-24,Lamia,PAOK,1,1,4.0,5.0,6.0,10.0,2.0,8.0,6.0,0.0,2.0,0.0,15.0,6.5,1.2,13.16,7.36,1.18,,Super League,,20240424_Lamia_PAOK,-169.15539510707617,0.87,1.81,44.9,55.1
2024-04-27,Asteras Tripolis,OFI Crete,1,1,3.0,2.0,5.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,2.8,2.63,3.2,2.68,2.59,3.32,,Super League,,20240427_Asteras-Tripolis_OFI-Crete,-44.62347097925294,1.51,1.12,51.3,48.7
2024-04-27,Kifisia,Giannina,2,3,5.0,4.0,13.0,8.0,8.0,4.0,3.0,5.0,0.0,0.0,1.4,4.75,7.5,1.39,4.52,7.86,,Super League,,20240427_Kifisia_Giannina,49.65677713751302,0.71,1.67,44.7,55.3
2024-04-27,Panetolikos,Atromitos,1,0,5.0,3.0,5.0,7.0,3.0,6.0,5.0,6.0,1.0,1.0,1.75,3.6,5.0,1.61,4.0,5.42,,Super League,,20240427_Panetolikos_Atromitos,-17.19863279464016,0.79,0.87,49.7,50.3
2024-04-27,Volos NFC,Panserraikos,1,0,7.0,3.0,7.0,9.0,5.0,4.0,6.0,1.0,0.0,1.0,1.25,5.5,13.0,1.51,4.09,6.19,,Super League,,20240427_Volos-NFC_Panserraikos,-24.144202077086902,1.63,1.27,44.7,55.3
2024-04-28,Olympiakos,Lamia,4,1,10.0,4.0,7.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0,1.09,11.0,21.0,1.08,12.2,22.42,,Super League,,20240428_Olympiakos_Lamia,157.96615063974627,1.04,0.93,56.8,43.2
2024-04-28,PAOK,AEK,3,2,6.0,4.0,2.0,3.0,13.0,4.0,4.0,3.0,0.0,0.0,3.1,3.2,2.45,2.79,3.33,2.56,,Super League,,20240428_PAOK_AEK,-55.64267636440104,1.25,1.66,48.5,51.5
2024-04-28,Panathinaikos,Aris,0,1,9.0,1.0,12.0,6.0,9.0,1.0,5.0,6.0,0.0,0.0,1.3,5.0,11.0,1.35,4.95,8.8,,Super League,,20240428_Panathinaikos_Aris,99.28161006892446,1.12,0.79,58.0,42.0
2024-05-11,Atromitos,Asteras Tripolis,0,1,4.0,5.0,3.0,6.0,1.0,4.0,0.0,2.0,0.0,0.0,2.3,3.4,3.0,2.15,3.19,3.54,,Super League,,20240511_Atromitos_Asteras-Tripolis,27.502067923280265,0.56,1.09,53.0,47.0
2024-05-11,Giannina,Volos NFC,1,1,5.0,4.0,5.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.5,3.4,2.8,2.26,3.36,3.12,,Super League,,20240511_Giannina_Volos-NFC,-66.16879982160799,1.79,1.31,50.4,49.6
2024-05-11,OFI Crete,Panetolikos,1,2,5.0,4.0,10.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,2.1,3.4,3.6,2.04,3.56,3.44,,Super League,,20240511_OFI-Crete_Panetolikos,6.067324070964332,0.05,0.6,47.9,52.1
2024-05-11,Panserraikos,Kifisia,2,0,7.0,6.0,6.0,7.0,7.0,5.0,2.0,2.0,0.0,0.0,2.0,3.75,3.4,2.01,3.5,3.6,,Super League,,20240511_Panserraikos_Kifisia,42.398083646155555,1.72,0.16,47.3,52.7
2024-05-12,PAOK,Olympiakos,2,0,2.0,4.0,8.0,6.0,3.0,3.0,3.0,4.0,0.0,0.0,2.15,3.6,3.1,2.03,3.63,3.53,,Super League,,20240512_PAOK_Olympiakos,7.362048325561773,1.03,0.66,53.0,47.0
2024-05-15,Lamia,Aris,2,4,7.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,0.0,0.0,3.8,3.6,1.91,3.39,3.85,2.01,,Super League,,20240515_Lamia_Aris,-97.2709047718979,1.73,1.8,43.6,56.4
2024-05-15,Olympiakos,AEK,2,0,6.0,3.0,9.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,2.63,3.4,2.55,2.99,3.69,2.25,,Super League,,20240515_Olympiakos_AEK,-46.93935478599633,1.59,0.49,48.5,51.5
2024-05-15,PAOK,Panathinaikos,4,1,7.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,0.0,0.0,1.67,3.8,5.0,1.71,3.97,4.57,,Super League,,20240515_PAOK_Panathinaikos,24.98141996298591,1.71,1.42,52.6,47.4
2024-05-19,AEK,Lamia,3,0,6.0,1.0,15.0,3.0,9.0,5.0,1.0,1.0,0.0,0.0,1.06,12.0,29.0,1.03,22.45,30.56,,Super League,,20240519_AEK_Lamia,202.05641141438173,1.53,1.07,62.5,37.5
2024-05-19,Aris,PAOK,1,2,3.0,2.0,13.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,4.33,3.9,1.75,5.37,4.22,1.55,,Super League,,20240519_Aris_PAOK,-95.99883053209328,1.62,1.15,49.3,50.7
2024-05-19,Panathinaikos,Olympiakos,2,2,6.0,3.0,5.0,6.0,8.0,2.0,3.0,5.0,0.0,1.0,2.7,3.3,2.55,3.02,3.33,2.39,,Super League,,20240519_Panathinaikos_Olympiakos,-18.877939468196473,1.45,1.31,49.9,50.1
2024-08-17,PAOK,Panserraikos,3,2,10.0,5.0,9.0,4.0,9.0,1.0,1.0,3.0,0.0,0.0,1.17,8.0,15.0,1.18,7.26,13.75,,Super League,,20240817_PAOK_Panserraikos,190.44086566491387,0.56,0.08,58.5,41.5
2024-08-17,Volos NFC,Olympiakos,0,2,2.0,7.0,4.0,11.0,3.0,3.0,3.0,2.0,1.0,0.0,10.0,5.0,1.3,9.56,5.62,1.3,,Super League,,20240817_Volos-NFC_Olympiakos,-163.92255612880012,0.66,1.11,43.9,56.1
2024-08-18,AEK,OFI Crete,3,0,5.0,1.0,13.0,3.0,6.0,1.0,3.0,2.0,0.0,0.0,1.22,6.0,13.0,1.2,6.84,12.79,,Super League,,20240818_AEK_OFI-Crete,191.47284913561225,1.52,0.46,53.2,46.8
2024-08-18,Atromitos,Aris,1,1,6.0,2.0,2.0,8.0,3.0,4.0,2.0,3.0,0.0,0.0,2.88,3.2,2.5,2.88,3.11,2.64,,Super League,,20240818_Atromitos_Aris,-104.45188817709436,0.39,0.68,48.5,51.5
2024-08-18,Levadeiakos,Athens Kallithea,0,0,3.0,0.0,9.0,2.0,2.0,5.0,3.0,6.0,0.0,0.0,2.45,2.88,3.2,2.32,2.97,3.57,,Super League,,20240818_Levadeiakos_Athens-Kallithea,0.0,2.06,1.46,46.3,53.7
2024-08-18,Panathinaikos,Asteras Tripolis,0,1,2.0,4.0,12.0,8.0,8.0,2.0,3.0,3.0,1.0,0.0,1.33,4.75,10.0,1.4,4.67,8.11,,Super League,,20240818_Panathinaikos_Asteras-Tripolis,164.2158142207586,0.33,1.04,59.5,40.5
2024-08-19,Panetolikos,Lamia,0,1,5.0,5.0,4.0,6.0,4.0,3.0,2.0,7.0,1.0,1.0,2.15,3.25,3.4,2.0,3.21,4.2,,Super League,,20240819_Panetolikos_Lamia,40.36406237719984,1.15,1.02,47.5,52.5
2024-08-24,AEK,Lamia,1,1,5.0,1.0,18.0,1.0,13.0,1.0,1.0,4.0,0.0,0.0,1.13,8.5,17.0,1.1,11.1,21.36,,Super League,,20240824_AEK_Lamia,206.08111690054466,1.59,0.29,60.1,39.9
2024-08-24,OFI Crete,Atromitos,1,1,2.0,2.0,5.0,11.0,4.0,3.0,8.0,6.0,1.0,2.0,2.2,3.4,3.25,2.48,3.09,3.11,,Super League,,20240824_OFI-Crete_Atromitos,5.307549952494583,1.14,1.84,44.8,55.2
2024-08-24,Panserraikos,Aris,0,1,4.0,7.0,3.0,4.0,4.0,2.0,4.0,6.0,0.0,0.0,2.7,3.2,2.63,4.4,3.11,1.99,,Super League,,20240824_Panserraikos_Aris,-79.41746386042973,0.47,0.3,50.0,50.0
2024-08-25,Asteras Tripolis,Volos NFC,0,1,3.0,3.0,14.0,3.0,13.0,0.0,3.0,4.0,0.0,0.0,2.1,3.2,3.6,1.93,3.22,4.54,,Super League,,20240825_Asteras-Tripolis_Volos-NFC,6.139730362744331,0.85,1.6,41.0,59.0
2024-08-25,PAOK,Panetolikos,2,0,10.0,2.0,7.0,3.0,4.0,1.0,2.0,5.0,0.0,0.0,1.22,6.5,11.0,1.26,5.99,10.69,,Super League,,20240825_PAOK_Panetolikos,204.23568330963712,1.15,2.21,54.8,45.2
2024-08-25,Panathinaikos,Levadeiakos,1,0,5.0,2.0,11.0,7.0,7.0,3.0,2.0,2.0,0.0,0.0,1.2,6.0,15.0,1.2,6.45,15.14,,Super League,,20240825_Panathinaikos_Levadeiakos,82.96232064878609,0.79,1.7,46.9,53.1
2024-08-26,Olympiakos,Athens Kallithea,2,1,5.0,4.0,8.0,4.0,7.0,3.0,1.0,2.0,0.0,0.0,1.11,8.0,21.0,1.13,8.93,17.6,,Super League,,20240826_Olympiakos_Athens-Kallithea,124.54566790792865,2.06,0.05,54.7,45.3
2024-08-31,Aris,Asteras Tripolis,1,1,12.0,10.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,1.0,1.65,3.6,5.5,1.87,3.44,4.43,,Super League,,20240831_Aris_Asteras-Tripolis,106.7871802340162,1.88,1.2,54.7,45.3
2024-08-31,Lamia,Olympiakos,0,3,5.0,8.0,2.0,5.0,4.0,6.0,2.0,1.0,0.0,0.0,13.0,5.75,1.22,11.24,5.99,1.26,,Super League,,20240831_Lamia_Olympiakos,-182.2268559119509,0.95,1.77,37.6,62.4
2024-08-31,Panetolikos,Panserraikos,3,0,8.0,7.0,2.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,1.95,3.2,4.2,2.04,2.94,4.55,,Super League,,20240831_Panetolikos_Panserraikos,1.8701899350896838,2.26,1.19,47.8,52.2
2024-09-01,Athens Kallithea,Panathinaikos,2,2,7.0,10.0,9.0,4.0,9.0,3.0,4.0,2.0,0.0,0.0,8.0,4.33,1.4,7.78,4.64,1.41,,Super League,,20240901_Athens-Kallithea_Panathinaikos,-100.02374871173856,0.05,1.84,42.3,57.7
2024-09-01,Atromitos,PAOK,1,2,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,6.25,4.75,1.44,6.83,4.46,1.47,,Super League,,20240901_Atromitos_PAOK,-225.96757226090403,0.05,0.56,38.1,61.9
2024-09-01,Levadeiakos,AEK,0,3,5.0,13.0,4.0,4.0,1.0,6.0,3.0,3.0,0.0,0.0,11.0,5.5,1.27,7.63,5.19,1.37,,Super League,,20240901_Levadeiakos_AEK,-152.68959572567474,0.32,1.34,42.6,57.4
2024-09-01,Volos NFC,OFI Crete,1,3,3.0,3.0,7.0,2.0,7.0,0.0,3.0,2.0,0.0,0.0,2.5,3.1,2.9,2.5,2.86,3.34,,Super League,,20240901_Volos-NFC_OFI-Crete,13.123132394649929,1.29,1.46,51.3,48.7
2024-09-14,Asteras Tripolis,Atromitos,1,2,6.0,2.0,9.0,6.0,6.0,1.0,1.0,5.0,0.0,0.0,1.91,3.4,4.0,2.56,3.01,3.16,,Super League,,20240914_Asteras-Tripolis_Atromitos,8.492952733727407,0.87,1.17,47.3,52.7
2024-09-14,Lamia,Athens Kallithea,0,0,3.0,5.0,6.0,5.0,1.0,3.0,2.0,2.0,0.0,0.0,2.25,3.2,3.3,3.46,3.06,2.36,,Super League,,20240914_Lamia_Athens-Kallithea,-51.5224007521731,0.05,0.78,50.8,49.2
2024-09-15,OFI Crete,Aris,3,2,7.0,6.0,3.0,9.0,6.0,7.0,3.0,2.0,0.0,0.0,3.1,3.3,2.3,3.71,3.23,2.17,,Super League,,20240915_OFI-Crete_Aris,-85.59654576242315,0.83,1.02,46.0,54.0
2024-09-15,Olympiakos,Panetolikos,0,0,5.0,0.0,15.0,7.0,8.0,0.0,0.0,2.0,0.0,0.0,1.14,8.0,17.0,1.14,8.88,16.63,,Super League,,20240915_Olympiakos_Panetolikos,174.9750730322014,0.57,0.62,55.3,44.7
2024-09-15,PAOK,Panathinaikos,0,0,4.0,4.0,6.0,1.0,6.0,4.0,1.0,3.0,0.0,0.0,1.83,3.4,4.5,2.05,3.28,4.05,,Super League,,20240915_PAOK_Panathinaikos,83.63944081550017,0.52,1.56,56.5,43.5
2024-09-15,Panserraikos,Levadeiakos,2,2,4.0,6.0,3.0,2.0,2.0,5.0,6.0,4.0,0.0,1.0,2.15,3.0,3.8,2.38,2.87,3.7,,Super League,,20240915_Panserraikos_Levadeiakos,-45.84140530221384,1.33,0.66,52.0,48.0
2024-09-16,AEK,Volos NFC,2,0,6.0,2.0,3.0,6.0,3.0,5.0,2.0,3.0,0.0,0.0,1.11,10.0,16.0,1.14,8.51,18.3,,Super League,,20240916_AEK_Volos-NFC,203.60934253866026,0.62,0.51,60.6,39.4
2024-09-21,Aris,Olympiakos,2,1,3.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,0.0,0.0,6.0,3.9,1.6,5.49,3.75,1.68,,Super League,,20240921_Aris_Olympiakos,-103.6504637846308,2.01,1.1,51.6,48.4
2024-09-21,Panetolikos,Asteras Tripolis,1,1,3.0,3.0,7.0,7.0,1.0,3.0,4.0,5.0,0.0,1.0,2.3,3.1,3.3,3.12,2.94,2.65,,Super League,,20240921_Panetolikos_Asteras-Tripolis,36.8640815103297,0.19,1.29,44.7,55.3
2024-09-21,Volos NFC,PAOK,1,4,3.0,8.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,0.0,8.0,5.25,1.33,9.61,4.51,1.39,,Super League,,20240921_Volos-NFC_PAOK,-228.33465376217623,0.67,1.52,40.4,59.6
2024-09-22,Athens Kallithea,AEK,0,0,2.0,6.0,8.0,7.0,2.0,13.0,3.0,5.0,0.0,0.0,8.5,5.0,1.33,6.18,4.35,1.53,,Super League,,20240922_Athens-Kallithea_AEK,-162.4966660725952,1.01,0.6,41.5,58.5
2024-09-22,Atromitos,Lamia,4,2,9.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,1.85,3.4,4.33,1.68,3.49,6.21,,Super League,,20240922_Atromitos_Lamia,2.7464037833519797,1.2,0.97,47.1,52.9
2024-09-22,Levadeiakos,OFI Crete,1,1,5.0,3.0,8.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,2.45,3.0,3.1,2.5,2.94,3.36,,Super League,,20240922_Levadeiakos_OFI-Crete,8.581651268881387,1.28,1.3,47.1,52.9
2024-09-22,Panathinaikos,Panserraikos,3,1,20.0,11.0,3.0,4.0,7.0,1.0,1.0,4.0,0.0,0.0,1.2,6.5,13.0,1.17,7.34,17.35,,Super League,,20240922_Panathinaikos_Panserraikos,152.11862994914304,0.87,1.21,56.7,43.3
2024-09-28,Asteras Tripolis,Levadeiakos,1,1,5.0,9.0,3.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,1.8,3.4,4.75,2.01,3.06,4.64,,Super League,,20240928_Asteras-Tripolis_Levadeiakos,-48.245978680284,0.57,1.19,53.8,46.2
2024-09-28,Volos NFC,Athens Kallithea,1,1,6.0,2.0,5.0,1.0,6.0,4.0,2.0,1.0,0.0,0.0,2.3,3.3,3.0,2.66,2.88,3.17,,Super League,,20240928_Volos-NFC_Athens-Kallithea,-62.78190364580246,0.95,0.73,44.5,55.5
2024-09-29,AEK,Panathinaikos,2,0,4.0,4.0,11.0,3.0,6.0,1.0,6.0,4.0,0.0,0.0,1.85,3.5,4.33,2.01,3.25,4.25,,Super League,,20240929_AEK_Panathinaikos,52.30275314350524,0.6,0.84,51.7,48.3
2024-09-29,OFI Crete,Panetolikos,1,2,4.0,4.0,3.0,6.0,4.0,2.0,2.0,4.0,0.0,0.0,1.91,3.5,4.0,2.22,3.11,3.73,,Super League,,20240929_OFI-Crete_Panetolikos,5.929892192861871,0.66,0.76,52.9,47.1
2024-09-29,Olympiakos,Atromitos,2,0,7.0,2.0,5.0,2.0,5.0,5.0,2.0,1.0,0.0,0.0,1.25,5.5,12.0,1.5,4.29,6.9,,Super League,,20240929_Olympiakos_Atromitos,157.20400358146935,0.84,0.31,55.9,44.1
2024-09-29,PAOK,Aris,0,1,3.0,8.0,9.0,1.0,5.0,5.0,2.0,3.0,0.0,0.0,1.7,3.7,5.0,1.52,4.07,7.09,,Super League,,20240929_PAOK_Aris,129.78224686912972,0.52,0.88,52.6,47.4
2024-09-30,Lamia,Panserraikos,1,2,2.0,8.0,8.0,4.0,6.0,5.0,1.0,5.0,1.0,1.0,2.55,3.3,2.75,2.63,3.02,3.05,,Super League,,20240930_Lamia_Panserraikos,1.3821389225172425,0.99,0.54,49.8,50.2
2024-10-05,Aris,Lamia,2,0,7.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,1.48,4.1,7.0,1.37,5.01,8.51,,Super League,,20241005_Aris_Lamia,139.39782197716386,1.04,1.03,56.6,43.4
2024-10-05,Atromitos,Volos NFC,1,2,3.0,4.0,6.0,0.0,5.0,1.0,1.0,6.0,1.0,1.0,1.85,3.2,4.75,1.85,3.2,5.31,,Super League,,20241005_Atromitos_Volos-NFC,15.150141943500785,0.27,0.39,53.8,46.2
2024-10-05,Panetolikos,AEK,1,0,6.0,5.0,3.0,11.0,4.0,4.0,4.0,4.0,0.0,0.0,10.0,4.75,1.33,9.33,5.19,1.34,,Super League,,20241005_Panetolikos_AEK,-181.00364906175878,0.59,1.52,39.7,60.3
2024-10-06,Athens Kallithea,Asteras Tripolis,1,3,2.0,6.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0,2.38,3.1,3.1,2.65,3.0,3.05,,Super League,,20241006_Athens-Kallithea_Asteras-Tripolis,61.503193270260226,0.15,1.02,47.0,53.0
2024-10-06,Levadeiakos,PAOK,0,2,0.0,5.0,7.0,2.0,3.0,3.0,5.0,5.0,0.0,0.0,6.0,4.33,1.5,6.63,4.09,1.54,,Super League,,20241006_Levadeiakos_PAOK,-178.14556089481994,1.29,0.61,44.9,55.1
2024-10-06,Panathinaikos,Olympiakos,0,0,6.0,6.0,8.0,7.0,6.0,7.0,3.0,4.0,0.0,0.0,2.7,3.2,2.63,2.92,3.05,2.72,,Super League,,20241006_Panathinaikos_Olympiakos,-36.028445080201664,0.05,0.84,47.8,52.2
2024-10-06,Panserraikos,OFI Crete,2,3,11.0,9.0,4.0,4.0,7.0,4.0,3.0,2.0,0.0,0.0,2.63,3.2,2.7,2.58,3.06,3.09,,Super League,,20241006_Panserraikos_OFI-Crete,-17.213045983038,1.89,0.78,43.8,56.2
2024-10-19,Atromitos,Panetolikos,0,2,10.0,6.0,5.0,2.0,8.0,2.0,1.0,0.0,0.0,0.0,1.75,3.4,4.75,1.98,3.09,4.73,,Super League,,20241019_Atromitos_Panetolikos,-56.9788392500177,0.71,0.29,50.4,49.6
2024-10-19,Lamia,Asteras Tripolis,0,0,3.0,3.0,5.0,3.0,6.0,5.0,2.0,3.0,0.0,0.0,3.4,3.25,2.15,3.39,3.03,2.42,,Super League,,20241019_Lamia_Asteras-Tripolis,-35.06032574610663,0.44,0.36,41.3,58.7
2024-10-19,Volos NFC,Panserraikos,0,1,7.0,7.0,4.0,5.0,8.0,5.0,3.0,4.0,0.0,0.0,2.15,3.0,3.7,2.37,3.02,3.49,,Super League,,20241019_Volos-NFC_Panserraikos,17.756978868998203,0.96,0.32,50.6,49.4
2024-10-20,AEK,PAOK,1,1,1.0,2.0,6.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,2.05,3.4,3.7,2.0,3.59,3.84,,Super League,,20241020_AEK_PAOK,-21.2766735197888,0.96,0.43,42.5,57.5
2024-10-20,Aris,Athens Kallithea,2,0,13.0,2.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.55,3.9,6.0,1.54,3.96,7.08,,Super League,,20241020_Aris_Athens-Kallithea,85.89516527206865,0.93,0.17,55.4,44.6
2024-10-20,OFI Crete,Panathinaikos,0,1,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,5.5,3.8,1.62,4.78,4.01,1.71,,Super League,,20241020_OFI-Crete_Panathinaikos,-116.60045411887995,1.13,1.45,42.3,57.7
2024-10-20,Olympiakos,Levadeiakos,2,2,9.0,2.0,4.0,1.0,7.0,2.0,1.0,7.0,0.0,0.0,1.22,6.0,12.0,1.18,6.9,17.86,,Super League,,20241020_Olympiakos_Levadeiakos,149.3519914906674,2.21,0.2,61.8,38.2
2024-10-26,Levadeiakos,Lamia,2,2,6.0,4.0,3.0,8.0,3.0,2.0,3.0,1.0,0.0,0.0,1.95,3.2,4.0,2.07,2.95,4.57,,Super League,,20241026_Levadeiakos_Lamia,63.213184052214274,1.0,0.97,47.8,52.2
2024-10-26,Panetolikos,Volos NFC,0,1,4.0,4.0,4.0,11.0,2.0,5.0,7.0,4.0,1.0,0.0,1.9,3.3,4.2,2.7,2.87,3.14,,Super League,,20241026_Panetolikos_Volos-NFC,69.74535621541236,0.68,0.77,50.2,49.8
2024-10-26,Panserraikos,AEK,1,0,2.0,5.0,1.0,6.0,2.0,11.0,2.0,3.0,1.0,0.0,7.5,4.75,1.36,8.41,5.48,1.34,,Super League,,20241026_Panserraikos_AEK,-198.48215275772213,0.79,0.14,40.3,59.7
2024-10-27,Asteras Tripolis,Olympiakos,1,0,6.0,7.0,2.0,12.0,3.0,8.0,4.0,1.0,0.0,0.0,8.0,4.1,1.42,5.2,3.92,1.68,,Super League,,20241027_Asteras-Tripolis_Olympiakos,-170.19344828402245,1.07,1.48,48.9,51.1
