date,home_team,away_team,home_goals,away_goals,home_shots_on,away_shots_on,home_shots_off,away_shots_off,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red,odd_home,odd_draw,odd_away,odd_home_pin,odd_draw_pin,odd_away_pin,referee,tournament,stadium,MATCH_ID,elo_diff,home_xg,away_xg,home_possession,away_possession
2023-12-18,Panserraikos,Olympiakos,0,1,2.0,3.0,3.0,10.0,3.0,5.0,1.0,4.0,0.0,0.0,8.5,5.0,1.36,8.76,4.89,1.37,,Super League,,20231218_Panserraikos_Olympiakos,-97.62264208596821,0.07,2.18,46.0,54.0
2023-12-20,Aris,Lamia,2,2,11.0,3.0,11.0,5.0,10.0,3.0,1.0,4.0,0.0,0.0,1.53,3.8,7.0,1.63,3.91,5.59,,Super League,,20231220_Aris_Lamia,49.29661069278404,1.89,0.53,57.9,42.1
2023-12-20,Volos NFC,Panathinaikos,0,3,0.0,6.0,3.0,8.0,3.0,4.0,1.0,2.0,0.0,0.0,8.0,5.0,1.36,9.17,4.68,1.37,,Super League,,20231220_Volos-NFC_Panathinaikos,-87.39959329226599,0.82,1.37,41.2,58.8
2023-12-21,Atromitos,Olympiakos,0,0,1.0,4.0,2.0,14.0,0.0,9.0,3.0,1.0,0.0,0.0,8.5,4.5,1.44,9.18,4.36,1.4,,Super League,,20231221_Atromitos_Olympiakos,-81.35093350231864,0.05,0.7,39.3,60.7
2023-12-21,Giannina,Panetolikos,0,0,3.0,1.0,8.0,3.0,7.0,6.0,1.0,4.0,0.0,1.0,2.1,3.2,4.0,2.46,3.09,3.19,,Super League,,20231221_Giannina_Panetolikos,-16.12970083449818,1.8,0.95,50.8,49.2
2023-12-21,Kifisia,PAOK,0,6,2.0,10.0,5.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,8.0,4.75,1.4,7.99,5.11,1.35,,Super League,,20231221_Kifisia_PAOK,-130.65971662078505,0.88,1.77,43.7,56.3
2023-12-21,OFI Crete,Asteras Tripolis,0,2,5.0,6.0,14.0,8.0,9.0,4.0,3.0,1.0,0.0,0.0,2.05,3.2,4.0,1.88,3.46,4.39,,Super League,,20231221_OFI-Crete_Asteras-Tripolis,-9.811287300077538,0.8,1.4,54.6,45.4
2023-12-21,Panserraikos,AEK,2,2,7.0,6.0,3.0,8.0,5.0,3.0,5.0,4.0,1.0,0.0,10.0,5.75,1.29,11.99,5.76,1.25,,Super League,,20231221_Panserraikos_AEK,-119.21258498708175,0.51,1.47,48.2,51.8
2024-01-03,AEK,Volos NFC,3,0,4.0,2.0,6.0,2.0,9.0,3.0,2.0,5.0,0.0,0.0,1.13,7.5,26.0,1.21,6.54,13.41,,Super League,,20240103_AEK_Volos-NFC,104.54823615055034,1.25,0.05,51.2,48.8
2024-01-03,Asteras Tripolis,Aris,3,2,3.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,0.0,0.0,3.25,3.1,2.4,3.61,3.07,2.26,,Super League,,20240103_Asteras-Tripolis_Aris,-29.379321224902924,0.83,0.99,52.5,47.5
2024-01-03,Lamia,Olympiakos,1,0,7.0,5.0,7.0,8.0,7.0,5.0,4.0,1.0,0.0,0.0,9.5,4.75,1.36,11.17,5.49,1.28,,Super League,,20240103_Lamia_Olympiakos,-91.32249234775941,0.8,0.73,45.3,54.7
2024-01-03,PAOK,OFI Crete,4,0,10.0,7.0,5.0,7.0,6.0,2.0,1.0,3.0,0.0,0.0,1.22,6.5,10.0,1.34,5.71,7.72,,Super League,,20240103_PAOK_OFI-Crete,126.4714973762716,1.57,0.12,52.3,47.7
2024-01-03,Panathinaikos,Giannina,2,0,7.0,3.0,6.0,4.0,8.0,3.0,1.0,1.0,0.0,0.0,1.18,7.0,17.0,1.15,7.37,20.94,,Super League,,20240103_Panathinaikos_Giannina,144.22053748200233,0.5,1.73,45.3,54.7
2024-01-04,Atromitos,Kifisia,3,0,7.0,2.0,5.0,9.0,1.0,10.0,2.0,4.0,0.0,0.0,1.83,3.4,4.5,2.13,3.3,3.66,,Super League,,20240104_Atromitos_Kifisia,51.654938682194825,1.05,0.85,46.2,53.8
2024-01-04,Panetolikos,Panserraikos,3,2,6.0,3.0,12.0,6.0,4.0,3.0,2.0,2.0,0.0,0.0,2.25,3.2,3.5,2.31,2.9,3.29,,Super League,,20240104_Panetolikos_Panserraikos,-16.979707813688037,0.97,0.36,53.4,46.6
2024-01-07,Aris,PAOK,2,1,4.0,2.0,9.0,7.0,4.0,5.0,2.0,4.0,0.0,0.0,4.0,3.5,1.95,4.37,3.47,1.88,,Super League,,20240107_Aris_PAOK,-84.78582299243953,1.75,1.0,45.8,54.2
2024-01-07,Giannina,Asteras Tripolis,2,1,5.0,3.0,9.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,2.5,3.25,2.9,2.4,3.12,3.26,,Super League,,20240107_Giannina_Asteras-Tripolis,-85.83546127336444,1.01,1.2,42.8,57.2
2024-01-07,Olympiakos,AEK,1,2,3.0,3.0,4.0,7.0,5.0,9.0,3.0,3.0,0.0,0.0,2.63,3.3,2.7,2.59,3.24,2.86,,Super League,,20240107_Olympiakos_AEK,-26.535515156645943,0.62,1.29,45.1,54.9
2024-01-07,Panathinaikos,Panetolikos,2,1,5.0,5.0,7.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,1.18,6.5,19.0,1.21,6.47,13.57,,Super League,,20240107_Panathinaikos_Panetolikos,123.90471128504919,1.67,0.34,55.1,44.9
2024-01-07,Panserraikos,Kifisia,1,1,1.0,5.0,7.0,8.0,3.0,3.0,2.0,4.0,0.0,0.0,2.05,3.3,3.8,1.82,3.7,4.4,,Super League,,20240107_Panserraikos_Kifisia,16.80128584195677,0.85,0.86,52.8,47.2
2024-01-07,Volos NFC,Atromitos,1,2,4.0,6.0,3.0,8.0,2.0,8.0,4.0,3.0,0.0,0.0,2.55,3.2,2.9,2.26,3.09,3.6,,Super League,,20240107_Volos-NFC_Atromitos,-44.48165843009974,0.05,2.0,46.7,53.3
2024-01-08,OFI Crete,Lamia,1,1,7.0,3.0,11.0,1.0,7.0,1.0,4.0,3.0,0.0,0.0,1.85,3.3,4.75,1.99,3.54,3.83,,Super League,,20240108_OFI-Crete_Lamia,-39.497599559608034,0.93,1.83,49.4,50.6
2024-01-13,Atromitos,OFI Crete,1,1,2.0,4.0,8.0,8.0,5.0,7.0,2.0,4.0,0.0,0.0,2.2,3.4,3.25,2.42,3.32,3.04,,Super League,,20240113_Atromitos_OFI-Crete,59.24728509621218,1.83,1.15,55.0,45.0
2024-01-13,Lamia,Panserraikos,0,2,3.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.1,3.1,4.0,2.21,3.01,3.84,,Super League,,20240113_Lamia_Panserraikos,43.89696816984065,0.89,0.8,46.6,53.4
2024-01-14,AEK,Panathinaikos,2,2,5.0,2.0,10.0,6.0,7.0,2.0,3.0,2.0,0.0,0.0,1.91,3.5,4.0,2.17,3.19,3.69,,Super League,,20240114_AEK_Panathinaikos,3.461677074699992,2.46,0.34,54.6,45.4
2024-01-14,Asteras Tripolis,Volos NFC,1,0,2.0,2.0,8.0,9.0,6.0,4.0,2.0,1.0,0.0,0.0,1.95,3.25,4.33,2.25,3.04,3.67,,Super League,,20240114_Asteras-Tripolis_Volos-NFC,43.87534621068994,0.55,0.51,54.0,46.0
2024-01-14,Kifisia,Olympiakos,2,3,4.0,9.0,2.0,4.0,2.0,4.0,6.0,2.0,1.0,1.0,11.0,5.0,1.33,10.08,5.76,1.29,,Super League,,20240114_Kifisia_Olympiakos,-110.96717514477814,0.78,1.47,50.4,49.6
2024-01-14,PAOK,Giannina,4,0,9.0,0.0,10.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,1.18,7.5,13.0,1.21,6.24,14.19,,Super League,,20240114_PAOK_Giannina,144.19858518812885,0.95,1.02,57.6,42.4
2024-01-14,Panetolikos,Aris,0,4,4.0,7.0,9.0,8.0,4.0,6.0,3.0,1.0,0.0,0.0,2.63,3.2,2.75,2.77,2.95,2.91,,Super League,,20240114_Panetolikos_Aris,-77.06614731856871,0.97,1.45,41.3,58.7
2024-01-20,Giannina,Panserraikos,0,2,3.0,6.0,7.0,5.0,9.0,5.0,4.0,3.0,0.0,0.0,2.15,3.0,3.75,2.42,2.95,3.44,,Super League,,20240120_Giannina_Panserraikos,-32.00610465538102,1.13,0.92,42.5,57.5
2024-01-20,Lamia,Kifisia,4,1,6.0,3.0,5.0,6.0,6.0,8.0,1.0,1.0,0.0,0.0,1.95,3.2,4.33,2.11,3.18,3.89,,Super League,,20240120_Lamia_Kifisia,54.32298053409136,1.67,0.87,52.1,47.9
2024-01-20,OFI Crete,Panetolikos,1,0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0,1.91,3.2,4.75,1.78,3.73,4.59,,Super League,,20240120_OFI-Crete_Panetolikos,17.644847242640935,0.75,0.5,56.9,43.1
2024-01-21,Aris,Olympiakos,1,2,1.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,0.0,0.0,4.75,3.3,1.85,3.56,3.14,2.25,,Super League,,20240121_Aris_Olympiakos,-16.291945463842012,0.8,1.43,52.8,47.2
2024-01-21,Atromitos,AEK,0,5,3.0,9.0,6.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,9.0,4.33,1.4,7.16,4.71,1.43,,Super League,,20240121_Atromitos_AEK,-79.57544500980384,1.03,2.41,42.8,57.2
2024-01-21,Panathinaikos,Asteras Tripolis,2,0,7.0,2.0,10.0,7.0,9.0,3.0,1.0,6.0,0.0,1.0,1.3,4.75,12.0,1.3,5.37,10.39,,Super League,,20240121_Panathinaikos_Asteras-Tripolis,85.383866303898,0.84,1.02,55.8,44.2
2024-01-21,Volos NFC,PAOK,1,5,3.0,7.0,8.0,7.0,1.0,5.0,2.0,1.0,0.0,0.0,7.0,4.33,1.45,9.11,4.85,1.36,,Super League,,20240121_Volos-NFC_PAOK,-149.82972563604812,0.05,1.3,43.9,56.1
2024-01-27,Kifisia,Aris,0,1,5.0,4.0,9.0,2.0,8.0,3.0,5.0,6.0,0.0,0.0,6.5,3.8,1.57,4.4,3.64,1.83,,Super League,,20240127_Kifisia_Aris,-109.96150469186819,0.12,1.11,46.9,53.1
2024-01-27,Panetolikos,Lamia,1,2,2.0,5.0,12.0,8.0,4.0,5.0,2.0,5.0,0.0,0.0,2.2,3.3,3.4,2.4,3.08,3.31,,Super League,,20240127_Panetolikos_Lamia,-60.42087410600516,1.86,1.78,54.6,45.4
2024-01-27,Panserraikos,Volos NFC,2,2,8.0,4.0,5.0,1.0,2.0,2.0,4.0,6.0,0.0,0.0,2.2,3.2,3.5,2.33,3.07,3.45,,Super League,,20240127_Panserraikos_Volos-NFC,41.08436421580814,1.77,1.05,46.6,53.4
2024-01-28,AEK,OFI Crete,3,0,8.0,4.0,9.0,5.0,13.0,4.0,2.0,1.0,0.0,0.0,1.29,5.5,11.0,1.21,6.73,12.04,,Super League,,20240128_AEK_OFI-Crete,132.67682851725385,0.57,0.14,50.8,49.2
2024-01-28,Asteras Tripolis,Atromitos,3,1,6.0,2.0,3.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,2.15,3.3,3.5,2.1,3.2,3.89,,Super League,,20240128_Asteras-Tripolis_Atromitos,-8.8412644631494,1.61,0.24,50.8,49.2
2024-01-28,Olympiakos,Giannina,3,1,8.0,2.0,8.0,5.0,8.0,3.0,1.0,4.0,0.0,0.0,1.22,6.0,15.0,1.16,7.36,17.63,,Super League,,20240128_Olympiakos_Giannina,144.45146922852973,0.92,0.94,55.1,44.9
2024-01-28,PAOK,Panathinaikos,2,1,4.0,5.0,5.0,5.0,3.0,6.0,4.0,2.0,0.0,0.0,2.25,3.3,3.25,2.05,3.47,3.71,,Super League,,20240128_PAOK_Panathinaikos,-2.399940938454165,1.52,1.08,51.7,48.3
2024-02-03,Panserraikos,Aris,1,1,7.0,5.0,4.0,4.0,4.0,0.0,5.0,2.0,0.0,0.0,3.6,3.3,2.15,4.02,3.22,2.05,,Super League,,20240203_Panserraikos_Aris,-61.21909228961454,0.26,0.51,48.2,51.8
2024-02-03,Volos NFC,Panetolikos,1,1,6.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,0.0,0.0,2.3,3.3,3.25,2.35,2.96,3.56,,Super League,,20240203_Volos-NFC_Panetolikos,14.560926583436867,0.62,0.61,47.6,52.4
2024-02-04,AEK,Asteras Tripolis,4,2,7.0,2.0,11.0,5.0,6.0,5.0,0.0,3.0,0.0,0.0,1.22,6.0,15.0,1.24,6.06,11.05,,Super League,,20240204_AEK_Asteras-Tripolis,102.33666268413504,2.61,0.56,56.1,43.9
2024-02-04,Atromitos,PAOK,0,2,0.0,4.0,0.0,11.0,2.0,8.0,3.0,3.0,0.0,0.0,6.5,4.5,1.45,9.08,5.36,1.33,,Super League,,20240204_Atromitos_PAOK,-116.74868187981838,1.28,1.65,43.3,56.7
2024-02-04,Giannina,Lamia,1,4,5.0,8.0,10.0,4.0,11.0,4.0,5.0,3.0,0.0,0.0,2.38,3.1,3.25,2.69,2.86,3.11,,Super League,,20240204_Giannina_Lamia,-87.13701267809802,1.65,1.53,44.9,55.1
2024-02-04,OFI Crete,Kifisia,1,2,3.0,4.0,6.0,7.0,3.0,6.0,3.0,4.0,0.0,0.0,1.75,3.75,4.75,2.0,3.45,3.89,,Super League,,20240204_OFI-Crete_Kifisia,55.30292657750579,0.92,1.03,55.7,44.3
2024-02-04,Panathinaikos,Olympiakos,2,0,7.0,4.0,4.0,7.0,3.0,7.0,1.0,3.0,0.0,0.0,2.4,3.25,3.0,2.38,2.94,3.51,,Super League,,20240204_Panathinaikos_Olympiakos,15.379993085369733,1.71,0.44,51.5,48.5
2024-02-10,Giannina,Aris,0,0,3.0,2.0,7.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,4.5,3.6,1.8,3.92,3.33,2.04,,Super League,,20240210_Giannina_Aris,-127.84695225336259,0.58,0.05,45.2,54.8
2024-02-10,Olympiakos,OFI Crete,4,0,8.0,0.0,11.0,6.0,5.0,2.0,1.0,2.0,0.0,0.0,1.25,6.0,11.0,1.19,6.94,14.33,,Super League,,20240210_Olympiakos_OFI-Crete,111.85463999502986,0.48,0.2,54.4,45.6
2024-02-10,Panetolikos,Atromitos,1,0,5.0,4.0,3.0,10.0,5.0,10.0,4.0,3.0,1.0,0.0,2.38,3.25,3.1,2.31,3.35,3.18,,Super League,,20240210_Panetolikos_Atromitos,-63.9442885731014,0.83,0.73,52.5,47.5
2024-02-11,Kifisia,Volos NFC,0,0,5.0,3.0,8.0,2.0,11.0,5.0,2.0,5.0,0.0,1.0,2.2,3.3,3.4,2.48,3.01,3.26,,Super League,,20240211_Kifisia_Volos-NFC,-12.73413868725288,0.31,0.55,34.6,65.4
2024-02-11,Lamia,Asteras Tripolis,2,1,6.0,6.0,5.0,7.0,4.0,3.0,2.0,4.0,0.0,1.0,2.45,3.3,2.9,2.33,2.97,3.6,,Super League,,20240211_Lamia_Asteras-Tripolis,9.57576942799733,1.96,0.71,52.0,48.0
2024-02-11,PAOK,AEK,1,1,6.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,0.0,0.0,2.3,3.25,3.3,2.44,3.33,2.99,,Super League,,20240211_PAOK_AEK,-1.8086657015981018,1.37,1.28,53.9,46.1
2024-02-11,Panserraikos,Panathinaikos,0,3,3.0,7.0,6.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,7.5,4.5,1.44,6.49,3.82,1.58,,Super League,,20240211_Panserraikos_Panathinaikos,-124.09849899276378,1.23,2.71,44.2,55.8
2024-02-17,Atromitos,Aris,0,2,2.0,4.0,8.0,5.0,0.0,3.0,4.0,4.0,0.0,0.0,3.2,3.25,2.38,3.4,3.25,2.26,,Super League,,20240217_Atromitos_Aris,-57.45714436760795,0.4,1.54,52.9,47.1
2024-02-17,Panathinaikos,Lamia,2,2,7.0,2.0,20.0,2.0,12.0,2.0,1.0,3.0,0.0,1.0,1.36,5.25,8.0,1.3,4.75,8.52,,Super League,,20240217_Panathinaikos_Lamia,85.88896157670229,1.22,0.64,50.6,49.4
2024-02-18,AEK,Kifisia,3,0,10.0,0.0,14.0,2.0,10.0,0.0,2.0,3.0,0.0,1.0,1.13,9.5,19.0,1.12,9.38,19.23,,Super League,,20240218_AEK_Kifisia,197.40372058969638,0.95,1.34,54.1,45.9
2024-02-18,PAOK,Olympiakos,1,4,4.0,6.0,9.0,4.0,3.0,4.0,2.0,6.0,0.0,0.0,1.95,3.5,4.0,2.31,3.24,3.3,,Super League,,20240218_PAOK_Olympiakos,48.525459700488,0.47,1.26,58.4,41.6
2024-02-18,Volos NFC,Giannina,1,2,4.0,6.0,6.0,7.0,4.0,7.0,5.0,3.0,0.0,0.0,2.05,3.1,4.2,2.12,3.02,4.13,,Super League,,20240218_Volos-NFC_Giannina,25.29230940272987,1.34,2.18,49.9,50.1
2024-02-19,Asteras Tripolis,Panetolikos,2,2,6.0,8.0,14.0,3.0,6.0,3.0,1.0,4.0,0.0,0.0,2.0,3.2,4.2,1.78,3.4,5.18,,Super League,,20240219_Asteras-Tripolis_Panetolikos,53.40897472925326,1.09,1.78,56.5,43.5
2024-02-19,OFI Crete,Panserraikos,4,0,5.0,3.0,6.0,9.0,3.0,4.0,4.0,2.0,0.0,0.0,2.0,3.5,3.8,2.23,3.17,3.56,,Super League,,20240219_OFI-Crete_Panserraikos,-26.452033276758584,2.04,0.6,52.2,47.8
2024-02-24,Lamia,AEK,1,3,4.0,7.0,0.0,7.0,3.0,4.0,2.0,1.0,0.0,0.0,7.0,4.5,1.44,10.7,5.45,1.29,,Super League,,20240224_Lamia_AEK,-101.08178188215857,1.76,1.1,42.9,57.1
2024-02-24,Panserraikos,Atromitos,0,0,2.0,1.0,10.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,2.38,3.2,3.1,2.05,3.21,4.06,,Super League,,20240224_Panserraikos_Atromitos,-6.115387618026716,0.49,0.16,46.7,53.3
2024-02-25,Aris,Volos NFC,2,0,8.0,2.0,10.0,0.0,6.0,1.0,2.0,6.0,0.0,0.0,1.55,4.0,6.5,1.56,3.75,7.09,,Super League,,20240225_Aris_Volos-NFC,117.00684351269956,1.78,0.74,55.6,44.4
2024-02-25,Giannina,OFI Crete,2,2,4.0,4.0,3.0,6.0,6.0,2.0,4.0,3.0,0.0,0.0,2.38,3.3,3.0,2.51,3.19,3.01,,Super League,,20240225_Giannina_OFI-Crete,-32.28746373126296,1.51,1.78,47.5,52.5
2024-02-25,Olympiakos,Asteras Tripolis,2,1,11.0,2.0,14.0,5.0,11.0,1.0,0.0,2.0,0.0,0.0,1.3,5.75,9.0,1.19,6.86,14.46,,Super League,,20240225_Olympiakos_Asteras-Tripolis,96.35825415665204,1.81,0.85,50.5,49.5
2024-02-25,Panathinaikos,Kifisia,1,1,4.0,7.0,13.0,7.0,7.0,11.0,2.0,3.0,1.0,0.0,1.18,7.5,13.0,1.21,6.61,12.86,,Super League,,20240225_Panathinaikos_Kifisia,188.0594765629951,1.16,1.59,55.2,44.8
2024-02-25,Panetolikos,PAOK,1,3,4.0,5.0,2.0,13.0,2.0,5.0,2.0,0.0,0.0,0.0,8.0,5.0,1.36,6.52,4.54,1.48,,Super League,,20240225_Panetolikos_PAOK,-167.30172339558908,1.22,1.26,41.4,58.6
2024-02-28,AEK,Giannina,4,2,6.0,2.0,12.0,4.0,10.0,2.0,0.0,5.0,0.0,0.0,1.13,8.0,23.0,1.09,10.91,27.79,,Super League,,20240228_AEK_Giannina,211.29298341811932,1.28,0.74,54.7,45.3
2024-02-28,Asteras Tripolis,Kifisia,3,3,10.0,8.0,8.0,4.0,8.0,5.0,2.0,2.0,0.0,0.0,1.75,3.4,5.25,1.74,3.86,4.68,,Super League,,20240228_Asteras-Tripolis_Kifisia,55.651122901569124,2.35,0.74,47.4,52.6
2024-02-28,Atromitos,Lamia,3,1,5.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,0.0,2.25,3.25,3.3,2.19,3.27,3.53,,Super League,,20240228_Atromitos_Lamia,-55.29512529923272,0.51,1.28,45.4,54.6
2024-02-28,Panathinaikos,Aris,2,0,4.0,2.0,5.0,6.0,3.0,5.0,2.0,1.0,0.0,0.0,1.57,4.0,6.0,1.52,4.11,6.76,,Super League,,20240228_Panathinaikos_Aris,52.20562491605847,1.72,0.47,50.3,49.7
2024-02-28,Panetolikos,Olympiakos,1,2,2.0,4.0,1.0,8.0,1.0,9.0,1.0,3.0,0.0,0.0,7.5,4.75,1.4,8.47,5.29,1.34,,Super League,,20240228_Panetolikos_Olympiakos,-161.49169794260774,0.42,0.62,46.4,53.6
2024-02-28,Panserraikos,PAOK,0,2,3.0,5.0,6.0,9.0,1.0,6.0,3.0,1.0,2.0,0.0,13.0,6.5,1.22,9.95,5.01,1.33,,Super League,,20240228_Panserraikos_PAOK,-156.12356968030213,0.88,1.42,47.4,52.6
2024-02-28,Volos NFC,OFI Crete,3,1,3.0,2.0,2.0,6.0,2.0,7.0,3.0,5.0,0.0,0.0,2.5,3.2,2.9,2.65,3.08,2.93,,Super League,,20240228_Volos-NFC_OFI-Crete,-39.73211654092188,1.78,0.47,46.5,53.5
2024-03-03,Aris,AEK,3,3,4.0,9.0,0.0,4.0,0.0,8.0,3.0,3.0,0.0,0.0,7.5,4.33,1.45,7.94,4.43,1.43,,Super League,,20240303_Aris_AEK,-103.44141784743056,1.57,1.85,42.8,57.2
2024-03-03,Giannina,Atromitos,1,1,4.0,4.0,8.0,4.0,8.0,2.0,1.0,1.0,0.0,1.0,2.25,3.2,3.4,2.04,3.24,4.04,,Super League,,20240303_Giannina_Atromitos,-57.08797848658264,1.15,1.08,48.4,51.6
2024-03-03,Kifisia,Panetolikos,2,2,8.0,4.0,6.0,7.0,5.0,4.0,3.0,6.0,0.0,0.0,2.3,3.25,3.2,2.1,3.21,3.88,,Super League,,20240303_Kifisia_Panetolikos,0.670833928786351,0.94,1.78,51.4,48.6
2024-03-03,Lamia,PAOK,0,2,2.0,8.0,2.0,9.0,1.0,8.0,2.0,2.0,0.0,0.0,9.0,4.5,1.4,9.37,5.25,1.33,,Super League,,20240303_Lamia_PAOK,-115.97284094202678,0.73,0.7,46.0,54.0
2024-03-03,OFI Crete,Panathinaikos,2,2,4.0,6.0,4.0,7.0,1.0,4.0,6.0,3.0,0.0,0.0,6.0,4.75,1.5,6.23,4.26,1.53,,Super League,,20240303_OFI-Crete_Panathinaikos,-169.26679271715284,1.54,0.93,32.6,67.4
2024-03-03,Olympiakos,Volos NFC,3,0,15.0,0.0,13.0,4.0,9.0,0.0,3.0,2.0,0.0,1.0,1.13,8.5,19.0,1.1,9.98,27.07,,Super League,,20240303_Olympiakos_Volos-NFC,172.16212584251616,0.59,0.56,54.6,45.4
2024-03-03,Panserraikos,Asteras Tripolis,2,1,6.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,0.0,1.0,2.25,3.3,3.3,2.29,3.18,3.4,,Super League,,20240303_Panserraikos_Asteras-Tripolis,-28.222885876085684,1.47,0.55,47.0,53.0
2024-03-10,Lamia,AEK,0,4,0.0,7.0,2.0,13.0,1.0,12.0,4.0,1.0,0.0,0.0,9.5,5.75,1.29,18.08,7.08,1.17,,Super League,,20240310_Lamia_AEK,-142.33591335238816,0.73,1.36,45.2,54.8
2024-03-10,Olympiakos,Panathinaikos,1,3,4.0,5.0,9.0,6.0,8.0,5.0,5.0,3.0,0.0,0.0,2.1,3.1,4.0,2.05,3.37,3.54,,Super League,,20240310_Olympiakos_Panathinaikos,1.8166400176553452,0.76,0.85,48.5,51.5
2024-03-10,PAOK,Aris,0,1,4.0,3.0,10.0,3.0,7.0,1.0,2.0,3.0,0.0,0.0,1.5,4.2,6.5,1.45,4.42,7.37,,Super League,,20240310_PAOK_Aris,86.41049418344596,0.31,1.85,56.2,43.8
2024-03-16,Asteras Tripolis,Volos NFC,0,2,3.0,4.0,6.0,6.0,4.0,5.0,2.0,3.0,0.0,0.0,1.95,3.4,4.2,2.57,3.25,2.88,,Super League,,20240316_Asteras-Tripolis_Volos-NFC,43.120898657633916,0.05,1.6,51.7,48.3
2024-03-16,Atromitos,Giannina,3,2,6.0,5.0,2.0,9.0,2.0,6.0,1.0,2.0,0.0,0.0,2.05,3.4,3.75,2.31,3.06,3.5,,Super League,,20240316_Atromitos_Giannina,53.179591113195556,2.31,1.25,51.9,48.1
2024-03-16,Kifisia,OFI Crete,0,0,4.0,3.0,9.0,8.0,5.0,8.0,2.0,3.0,0.0,0.0,2.88,3.2,2.6,2.25,3.16,3.52,,Super League,,20240316_Kifisia_OFI-Crete,-20.68919750017767,0.55,0.52,45.1,54.9
2024-03-16,Panetolikos,Panserraikos,3,0,10.0,1.0,5.0,6.0,3.0,4.0,3.0,3.0,0.0,0.0,2.15,3.25,3.6,2.29,3.07,3.54,,Super League,,20240316_Panetolikos_Panserraikos,-37.23684614279341,2.79,1.78,49.5,50.5
2024-03-30,Giannina,Panetolikos,1,1,4.0,4.0,6.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,2.05,3.25,4.0,2.18,3.01,3.36,,Super League,,20240330_Giannina_Panetolikos,-27.797863238444506,0.72,1.25,47.9,52.1
2024-03-30,OFI Crete,Atromitos,0,0,4.0,3.0,10.0,8.0,5.0,3.0,3.0,5.0,0.0,0.0,2.0,3.5,3.75,1.93,3.27,4.35,,Super League,,20240330_OFI-Crete_Atromitos,-38.417891066392485,1.03,1.02,47.4,52.6
2024-03-30,Panserraikos,Asteras Tripolis,2,0,3.0,1.0,4.0,12.0,2.0,3.0,3.0,7.0,0.0,0.0,2.2,3.1,3.6,2.07,3.12,4.03,,Super League,,20240330_Panserraikos_Asteras-Tripolis,-2.0770653218871757,1.69,0.31,59.1,40.9
2024-03-30,Volos NFC,Kifisia,4,1,8.0,7.0,6.0,4.0,7.0,2.0,5.0,4.0,1.0,0.0,2.25,3.3,3.3,2.29,3.13,3.4,,Super League,,20240330_Volos-NFC_Kifisia,8.53705453482712,1.53,0.75,53.4,46.6
2024-03-31,AEK,Olympiakos,1,0,5.0,7.0,5.0,4.0,2.0,4.0,3.0,5.0,0.0,0.0,1.8,3.4,5.0,2.08,3.52,3.49,,Super League,,20240331_AEK_Olympiakos,50.355870719505674,0.79,0.49,46.7,53.3
2024-03-31,Aris,Lamia,3,1,8.0,2.0,10.0,7.0,13.0,4.0,3.0,3.0,0.0,0.0,1.5,4.0,7.5,1.34,4.93,9.38,,Super League,,20240331_Aris_Lamia,68.10216574783954,1.33,2.25,58.5,41.5
2024-03-31,Panathinaikos,PAOK,2,3,8.0,7.0,8.0,3.0,6.0,4.0,1.0,6.0,1.0,0.0,2.1,3.3,3.6,2.37,3.33,3.06,,Super League,,20240331_Panathinaikos_PAOK,4.308418112900654,0.86,1.32,50.2,49.8
2024-04-03,Olympiakos,Aris,3,0,9.0,0.0,7.0,7.0,9.0,0.0,2.0,2.0,0.0,0.0,1.36,4.75,9.0,1.31,5.08,10.21,,Super League,,20240403_Olympiakos_Aris,18.610792376509607,1.37,1.24,47.4,52.6
2024-04-03,PAOK,Lamia,3,1,9.0,1.0,9.0,5.0,13.0,3.0,0.0,3.0,0.0,0.0,1.14,8.0,19.0,1.11,9.16,22.2,,Super League,,20240403_PAOK_Lamia,146.49004074709092,1.09,1.68,56.5,43.5
2024-04-03,Panathinaikos,AEK,2,1,6.0,5.0,4.0,13.0,1.0,11.0,4.0,3.0,0.0,0.0,2.9,3.25,2.5,2.78,3.11,2.71,,Super League,,20240403_Panathinaikos_AEK,-50.46866939261167,1.57,1.23,45.8,54.2
