date,home_team,away_team,team,scorer,minute,own_goal,penalty,MATCH_ID
2022-03-25,ARG,VEN,ARG,Lionel Messi,82.0,False,False,20220325_ARG_VEN
2022-03-25,CMR,ALG,ALG,Islam Slimani,40.0,False,False,20220325_CMR_ALG
2022-03-25,COD,MAR,COD,Yoane Wissa,12.0,False,False,20220325_COD_MAR
2022-03-25,COD,MAR,MAR,Tarik Tissoudali,76.0,False,False,20220325_COD_MAR
2022-03-25,EGY,SEN,EGY,Saliou Ciss,4.0,True,False,20220325_EGY_SEN
2022-03-25,MLI,TUN,TUN,Moussa Sissako,36.0,True,False,20220325_MLI_TUN
2022-03-27,CAN,JAM,CAN,Cyle Larin,13.0,False,False,20220327_CAN_JAM
2022-03-27,CAN,JAM,CAN,Tajon Buchanan,44.0,False,False,20220327_CAN_JAM
2022-03-27,CAN,JAM,CAN,Junior Hoilett,83.0,False,False,20220327_CAN_JAM
2022-03-27,CAN,JAM,CAN,Adrian Mariappa,88.0,True,False,20220327_CAN_JAM
2022-03-27,SLV,CRC,CRC,Anthony Contreras,30.0,False,False,20220327_SLV_CRC
2022-03-27,SLV,CRC,SLV,Cristian Gil,31.0,False,False,20220327_SLV_CRC
2022-03-27,SLV,CRC,CRC,Joel Campbell,45.0,False,False,20220327_SLV_CRC
2022-03-27,HON,MEX,MEX,Edson Álvarez,70.0,False,False,20220327_HON_MEX
2022-03-27,NZL,TAH,NZL,Liberato Cacace,71.0,False,False,20220327_NZL_TAH
2022-03-27,SOL,PNG,PNG,Alwin Komolong,24.0,False,False,20220327_SOL_PNG
2022-03-27,SOL,PNG,SOL,Alwin Hou,33.0,False,False,20220327_SOL_PNG
2022-03-27,SOL,PNG,SOL,Alwin Hou,66.0,False,False,20220327_SOL_PNG
2022-03-27,SOL,PNG,SOL,Raphael Lea'i,71.0,False,False,20220327_SOL_PNG
2022-03-27,SOL,PNG,PNG,Ati Kepo,88.0,False,False,20220327_SOL_PNG
2022-03-27,USA,PAN,USA,Christian Pulisic,17.0,False,True,20220327_USA_PAN
2022-03-27,USA,PAN,USA,Paul Arriola,23.0,False,False,20220327_USA_PAN
2022-03-27,USA,PAN,USA,Jesús Ferreira,27.0,False,False,20220327_USA_PAN
2022-03-27,USA,PAN,USA,Christian Pulisic,45.0,False,True,20220327_USA_PAN
2022-03-27,USA,PAN,USA,Christian Pulisic,65.0,False,False,20220327_USA_PAN
2022-03-27,USA,PAN,PAN,Aníbal Godoy,86.0,False,False,20220327_USA_PAN
2022-03-29,ALG,CMR,CMR,Eric Maxim Choupo-Moting,22.0,False,False,20220329_ALG_CMR
2022-03-29,ALG,CMR,ALG,Ahmed Touba,118.0,False,False,20220329_ALG_CMR
2022-03-29,ALG,CMR,CMR,Karl Toko Ekambi,120.0,False,False,20220329_ALG_CMR
2022-03-29,BOL,BRA,BRA,Lucas Paquetá,24.0,False,False,20220329_BOL_BRA
2022-03-29,BOL,BRA,BRA,Richarlison,45.0,False,False,20220329_BOL_BRA
2022-03-29,BOL,BRA,BRA,Bruno Guimarães,66.0,False,False,20220329_BOL_BRA
2022-03-29,BOL,BRA,BRA,Richarlison,90.0,False,False,20220329_BOL_BRA
2022-03-29,CHI,URU,URU,Luis Suárez,79.0,False,False,20220329_CHI_URU
2022-03-29,CHI,URU,URU,Federico Valverde,90.0,False,False,20220329_CHI_URU
2022-03-29,CYP,EST,CYP,Marinos Tzionis,19.0,False,False,20220329_CYP_EST
2022-03-29,CYP,EST,CYP,Pieros Sotiriou,51.0,False,False,20220329_CYP_EST
2022-03-29,ECU,ARG,ARG,Julián Álvarez,24.0,False,False,20220329_ECU_ARG
2022-03-29,ECU,ARG,ECU,Enner Valencia,90.0,False,False,20220329_ECU_ARG
2022-03-29,IRN,LIB,IRN,Sardar Azmoun,35.0,False,False,20220329_IRN_LIB
2022-03-29,IRN,LIB,IRN,Alireza Jahanbakhsh,72.0,False,False,20220329_IRN_LIB
2022-03-29,JPN,VIE,VIE,Nguyễn Thanh Bình,19.0,False,False,20220329_JPN_VIE
2022-03-29,JPN,VIE,JPN,Maya Yoshida,55.0,False,False,20220329_JPN_VIE
2022-03-29,KAZ,MDA,MDA,Igor Armaș,13.0,False,False,20220329_KAZ_MDA
2022-03-29,MAR,COD,MAR,Azzedine Ounahi,21.0,False,False,20220329_MAR_COD
2022-03-29,MAR,COD,MAR,Tarik Tissoudali,45.0,False,False,20220329_MAR_COD
2022-03-29,MAR,COD,MAR,Azzedine Ounahi,54.0,False,False,20220329_MAR_COD
2022-03-29,MAR,COD,MAR,Achraf Hakimi,69.0,False,False,20220329_MAR_COD
2022-03-29,MAR,COD,COD,Ben Malango,77.0,False,False,20220329_MAR_COD
2022-03-29,NGA,GHA,GHA,Thomas Partey,10.0,False,False,20220329_NGA_GHA
2022-03-29,NGA,GHA,NGA,William Troost-Ekong,22.0,False,True,20220329_NGA_GHA
2022-03-29,OMA,CHN,OMA,Arshad Al-Alawi,12.0,False,False,20220329_OMA_CHN
2022-03-29,OMA,CHN,OMA,Abdullah Fawaz,74.0,False,False,20220329_OMA_CHN
2022-03-29,PER,PAR,PER,Gianluca Lapadula,5.0,False,False,20220329_PER_PAR
2022-03-29,PER,PAR,PER,Yoshimar Yotún,42.0,False,False,20220329_PER_PAR
2022-03-29,POL,SWE,POL,Robert Lewandowski,49.0,False,True,20220329_POL_SWE
2022-03-29,POL,SWE,POL,Piotr Zieliński,72.0,False,False,20220329_POL_SWE
2022-03-29,POR,MKD,POR,Bruno Fernandes,32.0,False,False,20220329_POR_MKD
2022-03-29,POR,MKD,POR,Bruno Fernandes,65.0,False,False,20220329_POR_MKD
2022-03-29,KSA,AUS,KSA,Salem Al-Dawsari,65.0,False,True,20220329_KSA_AUS
2022-03-29,SEN,EGY,SEN,Boulaye Dia,3.0,False,False,20220329_SEN_EGY
2022-03-29,SYR,IRQ,SYR,Alaa Al Dali,3.0,False,False,20220329_SYR_IRQ
2022-03-29,SYR,IRQ,IRQ,Aymen Hussein,31.0,False,False,20220329_SYR_IRQ
2022-03-29,UAE,KOR,UAE,Harib Al-Maazmi,54.0,False,False,20220329_UAE_KOR
2022-03-29,VEN,COL,COL,James Rodríguez,45.0,False,True,20220329_VEN_COL
2022-03-30,CRC,USA,CRC,Juan Pablo Vargas,51.0,False,False,20220330_CRC_USA
2022-03-30,CRC,USA,CRC,Anthony Contreras,59.0,False,False,20220330_CRC_USA
2022-03-30,JAM,HON,HON,Ángel Tejeda,18.0,False,True,20220330_JAM_HON
2022-03-30,JAM,HON,JAM,Leon Bailey,39.0,False,True,20220330_JAM_HON
2022-03-30,JAM,HON,JAM,Ravel Morrison,45.0,False,False,20220330_JAM_HON
2022-03-30,MEX,SLV,MEX,Uriel Antuna,17.0,False,False,20220330_MEX_SLV
2022-03-30,MEX,SLV,MEX,Raúl Jiménez,43.0,False,True,20220330_MEX_SLV
2022-03-30,PAN,CAN,PAN,Gabriel Torres,49.0,False,False,20220330_PAN_CAN
2022-03-30,SOL,NZL,NZL,Bill Tuiloma,23.0,False,False,20220330_SOL_NZL
2022-03-30,SOL,NZL,NZL,Chris Wood,39.0,False,False,20220330_SOL_NZL
2022-03-30,SOL,NZL,NZL,Joe Bell,50.0,False,False,20220330_SOL_NZL
2022-03-30,SOL,NZL,NZL,Bill Tuiloma,70.0,False,False,20220330_SOL_NZL
2022-03-30,SOL,NZL,NZL,Matthew Garbett,90.0,False,False,20220330_SOL_NZL
2022-06-01,ITA,ARG,ARG,Lautaro Martínez,28.0,False,False,20220601_ITA_ARG
2022-06-01,ITA,ARG,ARG,Ángel Di María,45.0,False,False,20220601_ITA_ARG
2022-06-01,ITA,ARG,ARG,Paulo Dybala,90.0,False,False,20220601_ITA_ARG
2022-06-01,POL,WAL,WAL,Jonny Williams,52.0,False,False,20220601_POL_WAL
2022-06-01,POL,WAL,POL,Jakub Kamiński,72.0,False,False,20220601_POL_WAL
2022-06-01,POL,WAL,POL,Karol Świderski,85.0,False,False,20220601_POL_WAL
2022-06-01,SCO,UKR,UKR,Andriy Yarmolenko,33.0,False,False,20220601_SCO_UKR
2022-06-01,SCO,UKR,UKR,Roman Yaremchuk,49.0,False,False,20220601_SCO_UKR
2022-06-01,SCO,UKR,SCO,Callum McGregor,79.0,False,False,20220601_SCO_UKR
2022-06-01,SCO,UKR,UKR,Artem Dovbyk,90.0,False,False,20220601_SCO_UKR
2022-06-02,BUL,MKD,BUL,Kiril Despodov,13.0,False,False,20220602_BUL_MKD
2022-06-02,BUL,MKD,MKD,Milan Ristovski,50.0,False,False,20220602_BUL_MKD
2022-06-02,CYP,KVX,KVX,Valon Berisha,65.0,False,False,20220602_CYP_KVX
2022-06-02,CYP,KVX,KVX,Edon Zhegrova,78.0,False,False,20220602_CYP_KVX
2022-06-02,CZE,SUI,CZE,Jan Kuchta,11.0,False,False,20220602_CZE_SUI
2022-06-02,CZE,SUI,SUI,Noah Okafor,44.0,False,False,20220602_CZE_SUI
2022-06-02,CZE,SUI,CZE,Djibril Sow,58.0,True,False,20220602_CZE_SUI
2022-06-02,EST,SMR,EST,Robert Kirss,24.0,False,False,20220602_EST_SMR
2022-06-02,EST,SMR,EST,Joonas Tamm,32.0,False,False,20220602_EST_SMR
2022-06-02,GEO,GIB,GEO,Khvicha Kvaratskhelia,12.0,False,False,20220602_GEO_GIB
2022-06-02,GEO,GIB,GEO,Guram Kashia,33.0,False,False,20220602_GEO_GIB
2022-06-02,GEO,GIB,GEO,Georges Mikautadze,87.0,False,False,20220602_GEO_GIB
2022-06-02,GEO,GIB,GEO,Valeri Qazaishvili,88.0,False,False,20220602_GEO_GIB
2022-06-02,ISR,ISL,ISR,Liel Abada,25.0,False,False,20220602_ISR_ISL
2022-06-02,ISR,ISL,ISL,Þórir Jóhann Helgason,42.0,False,False,20220602_ISR_ISL
2022-06-02,ISR,ISL,ISL,Arnór Sigurðsson,53.0,False,False,20220602_ISR_ISL
2022-06-02,ISR,ISL,ISR,Shon Weissman,84.0,False,False,20220602_ISR_ISL
2022-06-02,NIR,GRE,GRE,Tasos Bakasetas,39.0,False,False,20220602_NIR_GRE
2022-06-02,SRB,NOR,NOR,Erling Haaland,26.0,False,False,20220602_SRB_NOR
2022-06-02,SVN,SWE,SWE,Emil Forsberg,39.0,False,True,20220602_SVN_SWE
2022-06-02,SVN,SWE,SWE,Dejan Kulusevski,88.0,False,False,20220602_SVN_SWE
2022-06-02,ESP,POR,ESP,Álvaro Morata,25.0,False,False,20220602_ESP_POR
2022-06-02,ESP,POR,POR,Ricardo Horta,82.0,False,False,20220602_ESP_POR
2022-06-03,BLR,SVK,SVK,Tomáš Suslov,61.0,False,False,20220603_BLR_SVK
2022-06-03,BEL,NED,NED,Steven Bergwijn,40.0,False,False,20220603_BEL_NED
2022-06-03,BEL,NED,NED,Memphis Depay,51.0,False,False,20220603_BEL_NED
2022-06-03,BEL,NED,NED,Denzel Dumfries,61.0,False,False,20220603_BEL_NED
2022-06-03,BEL,NED,NED,Memphis Depay,65.0,False,False,20220603_BEL_NED
2022-06-03,BEL,NED,BEL,Michy Batshuayi,90.0,False,False,20220603_BEL_NED
2022-06-03,CRO,AUT,AUT,Marko Arnautović,41.0,False,False,20220603_CRO_AUT
2022-06-03,CRO,AUT,AUT,Michael Gregoritsch,54.0,False,False,20220603_CRO_AUT
2022-06-03,CRO,AUT,AUT,Marcel Sabitzer,57.0,False,False,20220603_CRO_AUT
2022-06-03,FRA,DEN,FRA,Karim Benzema,51.0,False,False,20220603_FRA_DEN
2022-06-03,FRA,DEN,DEN,Andreas Cornelius,68.0,False,False,20220603_FRA_DEN
2022-06-03,FRA,DEN,DEN,Andreas Cornelius,88.0,False,False,20220603_FRA_DEN
2022-06-03,KAZ,AZE,KAZ,Abat Aymbetov,50.0,False,False,20220603_KAZ_AZE
2022-06-03,KAZ,AZE,KAZ,Abat Aymbetov,60.0,False,False,20220603_KAZ_AZE
2022-06-03,LVA,AND,LVA,Roberts Uldriķis,9.0,False,False,20220603_LVA_AND
2022-06-03,LVA,AND,LVA,Roberts Uldriķis,77.0,False,False,20220603_LVA_AND
2022-06-03,LVA,AND,LVA,Jānis Ikaunieks,85.0,False,True,20220603_LVA_AND
2022-06-03,LIE,MDA,MDA,Ion Nicolaescu,5.0,False,True,20220603_LIE_MDA
2022-06-03,LIE,MDA,MDA,Vadim Bolohan,90.0,False,False,20220603_LIE_MDA
2022-06-04,ARM,IRL,ARM,Eduard Spertsyan,74.0,False,False,20220604_ARM_IRL
2022-06-04,FIN,BIH,FIN,Teemu Pukki,45.0,False,True,20220604_FIN_BIH
2022-06-04,FIN,BIH,BIH,Smail Prevljak,90.0,False,False,20220604_FIN_BIH
2022-06-04,HUN,ENG,HUN,Dominik Szoboszlai,66.0,False,True,20220604_HUN_ENG
2022-06-04,ITA,GER,ITA,Lorenzo Pellegrini,70.0,False,False,20220604_ITA_GER
2022-06-04,ITA,GER,GER,Joshua Kimmich,73.0,False,False,20220604_ITA_GER
2022-06-04,LTU,LUX,LUX,Danel Sinani,44.0,False,False,20220604_LTU_LUX
2022-06-04,LTU,LUX,LUX,Danel Sinani,78.0,False,False,20220604_LTU_LUX
2022-06-04,MNE,ROU,MNE,Stefan Mugoša,66.0,False,False,20220604_MNE_ROU
2022-06-04,MNE,ROU,MNE,Marko Vukčević,87.0,False,False,20220604_MNE_ROU
2022-06-04,TUR,FRO,TUR,Cengiz Ünder,37.0,False,False,20220604_TUR_FRO
2022-06-04,TUR,FRO,TUR,Halil Dervişoğlu,47.0,False,False,20220604_TUR_FRO
2022-06-04,TUR,FRO,TUR,Serdar Dursun,82.0,False,False,20220604_TUR_FRO
2022-06-04,TUR,FRO,TUR,Merih Demiral,85.0,False,False,20220604_TUR_FRO
2022-06-05,BUL,GEO,GEO,Zuriko Davitashvili,4.0,False,False,20220605_BUL_GEO
2022-06-05,BUL,GEO,GEO,Andrea Hristov,31.0,True,False,20220605_BUL_GEO
2022-06-05,BUL,GEO,BUL,Atanas Iliev,50.0,False,False,20220605_BUL_GEO
2022-06-05,BUL,GEO,GEO,Budu Zivzivadze,52.0,False,False,20220605_BUL_GEO
2022-06-05,BUL,GEO,GEO,Khvicha Kvaratskhelia,58.0,False,True,20220605_BUL_GEO
2022-06-05,BUL,GEO,GEO,Valeri Qazaishvili,69.0,False,False,20220605_BUL_GEO
2022-06-05,BUL,GEO,BUL,Iliyan Stefanov,83.0,False,False,20220605_BUL_GEO
2022-06-05,CZE,ESP,CZE,Jakub Pešek,4.0,False,False,20220605_CZE_ESP
2022-06-05,CZE,ESP,ESP,Gavi,45.0,False,False,20220605_CZE_ESP
2022-06-05,CZE,ESP,CZE,Jan Kuchta,66.0,False,False,20220605_CZE_ESP
2022-06-05,CZE,ESP,ESP,Iñigo Martínez,90.0,False,False,20220605_CZE_ESP
2022-06-05,GIB,MKD,MKD,Enis Bardhi,21.0,False,False,20220605_GIB_MKD
2022-06-05,GIB,MKD,MKD,Boban Nikolov,84.0,False,False,20220605_GIB_MKD
2022-06-05,KVX,GRE,GRE,Tasos Bakasetas,36.0,False,False,20220605_KVX_GRE
2022-06-05,POR,SUI,POR,William Carvalho,15.0,False,False,20220605_POR_SUI
2022-06-05,POR,SUI,POR,Cristiano Ronaldo,35.0,False,False,20220605_POR_SUI
2022-06-05,POR,SUI,POR,Cristiano Ronaldo,39.0,False,False,20220605_POR_SUI
2022-06-05,POR,SUI,POR,João Cancelo,68.0,False,False,20220605_POR_SUI
2022-06-05,SMR,MLT,MLT,Jan Busuttil,59.0,False,False,20220605_SMR_MLT
2022-06-05,SMR,MLT,MLT,Matthew Guillaumier,75.0,False,False,20220605_SMR_MLT
2022-06-05,SRB,SVN,SRB,Aleksandar Mitrović,24.0,False,False,20220605_SRB_SVN
2022-06-05,SRB,SVN,SVN,Petar Stojanović,30.0,False,False,20220605_SRB_SVN
2022-06-05,SRB,SVN,SRB,Sergej Milinković-Savić,56.0,False,False,20220605_SRB_SVN
2022-06-05,SRB,SVN,SRB,Luka Jović,85.0,False,False,20220605_SRB_SVN
2022-06-05,SRB,SVN,SRB,Nemanja Radonjić,90.0,False,False,20220605_SRB_SVN
2022-06-05,SWE,NOR,NOR,Erling Haaland,20.0,False,True,20220605_SWE_NOR
2022-06-05,SWE,NOR,NOR,Erling Haaland,69.0,False,False,20220605_SWE_NOR
2022-06-05,SWE,NOR,SWE,Anthony Elanga,90.0,False,False,20220605_SWE_NOR
2022-06-05,WAL,UKR,WAL,Gareth Bale,34.0,False,False,20220605_WAL_UKR
2022-06-06,AUT,DEN,DEN,Pierre-Emile Højbjerg,28.0,False,False,20220606_AUT_DEN
2022-06-06,AUT,DEN,AUT,Xaver Schlager,67.0,False,False,20220606_AUT_DEN
2022-06-06,AUT,DEN,DEN,Jens Stryger Larsen,84.0,False,False,20220606_AUT_DEN
2022-06-06,CRO,FRA,FRA,Adrien Rabiot,52.0,False,False,20220606_CRO_FRA
2022-06-06,CRO,FRA,CRO,Andrej Kramarić,83.0,False,True,20220606_CRO_FRA
2022-06-06,ISL,ALB,ALB,Taulant Seferi,30.0,False,False,20220606_ISL_ALB
2022-06-06,ISL,ALB,ISL,Jón Dagur Þorsteinsson,49.0,False,False,20220606_ISL_ALB
2022-06-06,LVA,LIE,LVA,Artūrs Zjuzins,73.0,False,False,20220606_LVA_LIE
2022-06-06,SVK,KAZ,KAZ,Aslan Darabayev,26.0,False,False,20220606_SVK_KAZ
2022-06-07,BIH,ROU,BIH,Smail Prevljak,68.0,False,False,20220607_BIH_ROU
2022-06-07,FRO,LUX,LUX,Gerson Rodrigues,74.0,False,True,20220607_FRO_LUX
2022-06-07,FIN,MNE,FIN,Joel Pohjanpalo,31.0,False,False,20220607_FIN_MNE
2022-06-07,FIN,MNE,FIN,Joel Pohjanpalo,38.0,False,False,20220607_FIN_MNE
2022-06-07,GER,ENG,GER,Jonas Hofmann,50.0,False,False,20220607_GER_ENG
2022-06-07,GER,ENG,ENG,Harry Kane,88.0,False,True,20220607_GER_ENG
2022-06-07,ITA,HUN,ITA,Nicolò Barella,30.0,False,False,20220607_ITA_HUN
2022-06-07,ITA,HUN,ITA,Lorenzo Pellegrini,45.0,False,False,20220607_ITA_HUN
2022-06-07,ITA,HUN,HUN,Gianluca Mancini,61.0,True,False,20220607_ITA_HUN
2022-06-07,LTU,TUR,TUR,Doğukan Sinik,2.0,False,False,20220607_LTU_TUR
2022-06-07,LTU,TUR,TUR,Doğukan Sinik,14.0,False,False,20220607_LTU_TUR
2022-06-07,LTU,TUR,TUR,Serdar Dursun,56.0,False,True,20220607_LTU_TUR
2022-06-07,LTU,TUR,TUR,Serdar Dursun,81.0,False,False,20220607_LTU_TUR
2022-06-07,LTU,TUR,TUR,Yunus Akgün,89.0,False,False,20220607_LTU_TUR
2022-06-07,LTU,TUR,TUR,Halil Dervişoğlu,90.0,False,False,20220607_LTU_TUR
2022-06-07,UAE,AUS,AUS,Jackson Irvine,53.0,False,False,20220607_UAE_AUS
2022-06-07,UAE,AUS,UAE,Caio Canedo,57.0,False,False,20220607_UAE_AUS
2022-06-07,UAE,AUS,AUS,Ajdin Hrustic,84.0,False,False,20220607_UAE_AUS
2022-06-08,BEL,POL,POL,Robert Lewandowski,28.0,False,False,20220608_BEL_POL
2022-06-08,BEL,POL,BEL,Axel Witsel,42.0,False,False,20220608_BEL_POL
2022-06-08,BEL,POL,BEL,Kevin De Bruyne,59.0,False,False,20220608_BEL_POL
2022-06-08,BEL,POL,BEL,Leandro Trossard,73.0,False,False,20220608_BEL_POL
2022-06-08,BEL,POL,BEL,Leandro Trossard,80.0,False,False,20220608_BEL_POL
2022-06-08,BEL,POL,BEL,Leander Dendoncker,83.0,False,False,20220608_BEL_POL
2022-06-08,BEL,POL,BEL,Loïs Openda,90.0,False,False,20220608_BEL_POL
2022-06-08,IRL,UKR,UKR,Viktor Tsyhankov,49.0,False,False,20220608_IRL_UKR
2022-06-08,SCO,ARM,SCO,Anthony Ralston,28.0,False,False,20220608_SCO_ARM
2022-06-08,SCO,ARM,SCO,Scott McKenna,40.0,False,False,20220608_SCO_ARM
2022-06-08,WAL,NED,NED,Teun Koopmeiners,50.0,False,False,20220608_WAL_NED
2022-06-08,WAL,NED,WAL,Rhys Norrington-Davies,90.0,False,False,20220608_WAL_NED
2022-06-08,WAL,NED,NED,Wout Weghorst,90.0,False,False,20220608_WAL_NED
2022-06-09,GIB,BUL,BUL,Georgi Minchev,45.0,False,False,20220609_GIB_BUL
2022-06-09,GIB,BUL,GIB,Liam Walker,61.0,False,True,20220609_GIB_BUL
2022-06-09,GRE,CYP,GRE,Tasos Bakasetas,8.0,False,False,20220609_GRE_CYP
2022-06-09,GRE,CYP,GRE,Vangelis Pavlidis,20.0,False,False,20220609_GRE_CYP
2022-06-09,GRE,CYP,GRE,Dimitrios Limnios,48.0,False,False,20220609_GRE_CYP
2022-06-09,KVX,NIR,KVX,Vedat Muriqi,9.0,False,True,20220609_KVX_NIR
2022-06-09,KVX,NIR,KVX,Zymer Bytyqi,19.0,False,False,20220609_KVX_NIR
2022-06-09,KVX,NIR,NIR,Shayne Lavery,44.0,False,False,20220609_KVX_NIR
2022-06-09,KVX,NIR,KVX,Vedat Muriqi,52.0,False,False,20220609_KVX_NIR
2022-06-09,KVX,NIR,NIR,Daniel Ballard,83.0,False,False,20220609_KVX_NIR
2022-06-09,MLT,EST,EST,Konstantin Vassiljev,21.0,False,False,20220609_MLT_EST
2022-06-09,MLT,EST,MLT,Karl Hein,56.0,True,False,20220609_MLT_EST
2022-06-09,MLT,EST,EST,Henri Anier,90.0,False,False,20220609_MLT_EST
2022-06-09,MKD,GEO,GEO,Budu Zivzivadze,52.0,False,False,20220609_MKD_GEO
2022-06-09,MKD,GEO,GEO,Khvicha Kvaratskhelia,62.0,False,False,20220609_MKD_GEO
2022-06-09,MKD,GEO,GEO,Otar Kiteishvili,84.0,False,False,20220609_MKD_GEO
2022-06-09,POR,CZE,POR,João Cancelo,33.0,False,False,20220609_POR_CZE
2022-06-09,POR,CZE,POR,Gonçalo Guedes,38.0,False,False,20220609_POR_CZE
2022-06-09,SWE,SRB,SRB,Luka Jović,45.0,False,False,20220609_SWE_SRB
2022-06-09,SUI,ESP,ESP,Pablo Sarabia,13.0,False,False,20220609_SUI_ESP
2022-06-10,ALB,ISR,ALB,Armando Broja,45.0,False,True,20220610_ALB_ISR
2022-06-10,ALB,ISR,ISR,Manor Solomon,57.0,False,False,20220610_ALB_ISR
2022-06-10,ALB,ISR,ISR,Manor Solomon,73.0,False,False,20220610_ALB_ISR
2022-06-10,AND,LIE,AND,Jordi Aláez,78.0,False,True,20220610_AND_LIE
2022-06-10,AND,LIE,AND,Jesús Rubio,82.0,False,False,20220610_AND_LIE
2022-06-10,AND,LIE,LIE,Livio Meier,90.0,False,False,20220610_AND_LIE
2022-06-10,AUT,FRA,AUT,Andreas Weimann,37.0,False,False,20220610_AUT_FRA
2022-06-10,AUT,FRA,FRA,Kylian Mbappé,83.0,False,False,20220610_AUT_FRA
2022-06-10,AZE,SVK,SVK,Vladimír Weiss,81.0,False,False,20220610_AZE_SVK
2022-06-10,BLR,KAZ,KAZ,Abat Aymbetov,13.0,False,False,20220610_BLR_KAZ
2022-06-10,BLR,KAZ,BLR,Vladislav Malkevich,84.0,False,False,20220610_BLR_KAZ
2022-06-10,DEN,CRO,CRO,Mario Pašalić,69.0,False,False,20220610_DEN_CRO
2022-06-10,MDA,LVA,MDA,Ion Nicolaescu,5.0,False,True,20220610_MDA_LVA
2022-06-10,MDA,LVA,LVA,Vladislavs Gutkovskis,19.0,False,False,20220610_MDA_LVA
2022-06-10,MDA,LVA,LVA,Jānis Ikaunieks,26.0,False,False,20220610_MDA_LVA
2022-06-10,MDA,LVA,LVA,Vladislavs Gutkovskis,60.0,False,False,20220610_MDA_LVA
2022-06-10,MDA,LVA,MDA,Nichita Moțpan,64.0,False,False,20220610_MDA_LVA
2022-06-10,MDA,LVA,LVA,Jānis Ikaunieks,75.0,False,False,20220610_MDA_LVA
2022-06-11,FRO,LTU,LTU,Fedor Černych,6.0,False,False,20220611_FRO_LTU
2022-06-11,FRO,LTU,FRO,Viljormur Davidsen,20.0,False,True,20220611_FRO_LTU
2022-06-11,FRO,LTU,FRO,Jákup Andreasen,45.0,False,False,20220611_FRO_LTU
2022-06-11,HUN,GER,HUN,Zsolt Nagy,6.0,False,False,20220611_HUN_GER
2022-06-11,HUN,GER,GER,Jonas Hofmann,9.0,False,False,20220611_HUN_GER
2022-06-11,LUX,TUR,TUR,Hakan Çalhanoğlu,37.0,False,True,20220611_LUX_TUR
2022-06-11,LUX,TUR,TUR,Serdar Dursun,76.0,False,False,20220611_LUX_TUR
2022-06-11,MNE,BIH,BIH,Luka Menalo,62.0,False,False,20220611_MNE_BIH
2022-06-11,MNE,BIH,MNE,Adam Marušić,77.0,False,False,20220611_MNE_BIH
2022-06-11,NED,POL,POL,Matty Cash,18.0,False,False,20220611_NED_POL
2022-06-11,NED,POL,POL,Piotr Zieliński,49.0,False,False,20220611_NED_POL
2022-06-11,NED,POL,NED,Davy Klaassen,51.0,False,False,20220611_NED_POL
2022-06-11,NED,POL,NED,Denzel Dumfries,54.0,False,False,20220611_NED_POL
2022-06-11,IRL,SCO,IRL,Alan Browne,20.0,False,False,20220611_IRL_SCO
2022-06-11,IRL,SCO,IRL,Troy Parrott,28.0,False,False,20220611_IRL_SCO
2022-06-11,IRL,SCO,IRL,Michael Obafemi,51.0,False,False,20220611_IRL_SCO
2022-06-11,ROU,FIN,ROU,Nicușor Bancu,30.0,False,False,20220611_ROU_FIN
2022-06-11,UKR,ARM,UKR,Ruslan Malinovskyi,61.0,False,False,20220611_UKR_ARM
2022-06-11,UKR,ARM,UKR,Oleksandr Karavayev,77.0,False,False,20220611_UKR_ARM
2022-06-11,UKR,ARM,UKR,Vitaliy Mykolenko,84.0,False,False,20220611_UKR_ARM
2022-06-11,WAL,BEL,BEL,Youri Tielemans,51.0,False,False,20220611_WAL_BEL
2022-06-11,WAL,BEL,WAL,Brennan Johnson,86.0,False,False,20220611_WAL_BEL
2022-06-12,GRE,KVX,GRE,Giorgos Giakoumakis,71.0,False,False,20220612_GRE_KVX
2022-06-12,GRE,KVX,GRE,Petros Mantalos,90.0,False,False,20220612_GRE_KVX
2022-06-12,MLT,SMR,MLT,Zach Muscat,50.0,False,False,20220612_MLT_SMR
2022-06-12,MKD,GIB,MKD,Enis Bardhi,4.0,False,False,20220612_MKD_GIB
2022-06-12,MKD,GIB,MKD,Graeme Torrilla,14.0,True,False,20220612_MKD_GIB
2022-06-12,MKD,GIB,MKD,Bojan Miovski,16.0,False,False,20220612_MKD_GIB
2022-06-12,MKD,GIB,MKD,Darko Churlinov,31.0,False,False,20220612_MKD_GIB
2022-06-12,NIR,CYP,CYP,Andronikos Kakoullis,32.0,False,False,20220612_NIR_CYP
2022-06-12,NIR,CYP,CYP,Andronikos Kakoullis,51.0,False,False,20220612_NIR_CYP
2022-06-12,NIR,CYP,NIR,Paddy McNair,71.0,False,False,20220612_NIR_CYP
2022-06-12,NIR,CYP,NIR,Jonny Evans,90.0,False,False,20220612_NIR_CYP
2022-06-12,NOR,SWE,NOR,Erling Haaland,10.0,False,False,20220612_NOR_SWE
2022-06-12,NOR,SWE,NOR,Erling Haaland,54.0,False,True,20220612_NOR_SWE
2022-06-12,NOR,SWE,SWE,Emil Forsberg,62.0,False,False,20220612_NOR_SWE
2022-06-12,NOR,SWE,NOR,Alexander Sørloth,77.0,False,False,20220612_NOR_SWE
2022-06-12,NOR,SWE,SWE,Viktor Gyökeres,90.0,False,False,20220612_NOR_SWE
2022-06-12,SVN,SRB,SRB,Andrija Živković,8.0,False,False,20220612_SVN_SRB
