date,home_team,away_team,team,scorer,minute,own_goal,penalty,MATCH_ID
2021-03-25,HUN,POL,POL,Robert Lewandowski,83.0,False,False,20210325_HUN_POL
2021-03-25,ISR,DEN,DEN,Martin Braithwaite,13.0,False,False,20210325_ISR_DEN
2021-03-25,ISR,DEN,DEN,Jonas Wind,67.0,False,False,20210325_ISR_DEN
2021-03-25,ITA,NIR,ITA,Domenico Berardi,14.0,False,False,20210325_ITA_NIR
2021-03-25,ITA,NIR,ITA,Ciro Immobile,39.0,False,False,20210325_ITA_NIR
2021-03-25,LIE,ARM,ARM,Noah Frommelt,83.0,True,False,20210325_LIE_ARM
2021-03-25,MDA,FRO,MDA,Ion Nicolaescu,9.0,False,False,20210325_MDA_FRO
2021-03-25,MDA,FRO,FRO,Meinhard Olsen,83.0,False,False,20210325_MDA_FRO
2021-03-25,PAN,BRB,PAN,Jair Catuy,82.0,False,False,20210325_PAN_BRB
2021-03-25,ROU,MKD,ROU,Florin Tănase,28.0,False,False,20210325_ROU_MKD
2021-03-25,ROU,MKD,ROU,Valentin Mihăilă,50.0,False,False,20210325_ROU_MKD
2021-03-25,ROU,MKD,MKD,Arijan Ademi,82.0,False,False,20210325_ROU_MKD
2021-03-25,ROU,MKD,MKD,Aleksandar Trajkovski,83.0,False,False,20210325_ROU_MKD
2021-03-25,ROU,MKD,ROU,Ianis Hagi,86.0,False,False,20210325_ROU_MKD
2021-03-25,SCO,AUT,AUT,Saša Kalajdžić,55.0,False,False,20210325_SCO_AUT
2021-03-25,SCO,AUT,SCO,Grant Hanley,71.0,False,False,20210325_SCO_AUT
2021-03-25,SCO,AUT,AUT,Saša Kalajdžić,80.0,False,False,20210325_SCO_AUT
2021-03-25,SCO,AUT,SCO,John McGinn,85.0,False,False,20210325_SCO_AUT
2021-03-25,ESP,GRE,ESP,Álvaro Morata,33.0,False,False,20210325_ESP_GRE
2021-03-25,ESP,GRE,GRE,Tasos Bakasetas,57.0,False,True,20210325_ESP_GRE
2021-03-25,SWE,GEO,SWE,Viktor Claesson,35.0,False,False,20210325_SWE_GEO
2021-03-25,TJK,Mongolia,TJK,Manuchekhr Dzhalilov,4.0,False,False,20210325_TJK_Mongolia
2021-03-25,TJK,Mongolia,TJK,Alisher Dzhalilov,50.0,False,False,20210325_TJK_Mongolia
2021-03-25,TJK,Mongolia,TJK,Shahrom Samiev,87.0,False,False,20210325_TJK_Mongolia
2021-03-25,TRI,GUY,TRI,Levi García,7.0,False,False,20210325_TRI_GUY
2021-03-25,TRI,GUY,TRI,Sheldon Bateau,15.0,False,False,20210325_TRI_GUY
2021-03-25,TRI,GUY,TRI,Ryan Telfer,44.0,False,False,20210325_TRI_GUY
2021-03-27,Anguilla,DOM,DOM,Dorny Romero,22.0,False,True,20210327_Anguilla_DOM
2021-03-27,Anguilla,DOM,DOM,Nowend Lorenzo,25.0,False,False,20210327_Anguilla_DOM
2021-03-27,Anguilla,DOM,DOM,Dorny Romero,27.0,False,False,20210327_Anguilla_DOM
2021-03-27,Anguilla,DOM,DOM,Nowend Lorenzo,46.0,False,False,20210327_Anguilla_DOM
2021-03-27,Anguilla,DOM,DOM,Domingo Peralta,66.0,False,False,20210327_Anguilla_DOM
2021-03-27,Anguilla,DOM,DOM,Luis Espinal,75.0,False,False,20210327_Anguilla_DOM
2021-03-27,Aruba,SUR,SUR,Nigel Hasselbaink,19.0,False,False,20210327_Aruba_SUR
2021-03-27,Aruba,SUR,SUR,Francois Croes,27.0,True,False,20210327_Aruba_SUR
2021-03-27,Aruba,SUR,SUR,Nigel Hasselbaink,37.0,False,False,20210327_Aruba_SUR
2021-03-27,Aruba,SUR,SUR,Nigel Hasselbaink,55.0,False,False,20210327_Aruba_SUR
2021-03-27,Aruba,SUR,SUR,Florian Jozefzoon,70.0,False,False,20210327_Aruba_SUR
2021-03-27,Aruba,SUR,SUR,Roland Alberg,74.0,False,False,20210327_Aruba_SUR
2021-03-27,Bahamas,SKN,SKN,Keithroy Freeman,25.0,False,False,20210327_Bahamas_SKN
2021-03-27,Bahamas,SKN,SKN,Rowan Liburd,53.0,False,True,20210327_Bahamas_SKN
2021-03-27,Bahamas,SKN,SKN,Keithroy Freeman,65.0,False,False,20210327_Bahamas_SKN
2021-03-27,Bahamas,SKN,SKN,Omari Sterling-James,82.0,False,False,20210327_Bahamas_SKN
2021-03-27,BLR,EST,EST,Henri Anier,31.0,False,False,20210327_BLR_EST
2021-03-27,BLR,EST,BLR,Vitaly Lisakovich,45.0,False,True,20210327_BLR_EST
2021-03-27,BLR,EST,EST,Henri Anier,55.0,False,False,20210327_BLR_EST
2021-03-27,BLR,EST,BLR,Yury Kendysh,64.0,False,False,20210327_BLR_EST
2021-03-27,BLR,EST,BLR,Pavel Savitsky,81.0,False,False,20210327_BLR_EST
2021-03-27,BLR,EST,BLR,Vitaly Lisakovich,83.0,False,False,20210327_BLR_EST
2021-03-27,VGB,GUA,GUA,Darwin Lom,21.0,False,False,20210327_VGB_GUA
2021-03-27,VGB,GUA,GUA,Moisés Hernández,44.0,False,False,20210327_VGB_GUA
2021-03-27,VGB,GUA,GUA,Robin Betancourth,81.0,False,False,20210327_VGB_GUA
2021-03-27,CRO,CYP,CRO,Mario Pašalić,40.0,False,False,20210327_CRO_CYP
2021-03-27,CZE,BEL,CZE,Lukáš Provod,50.0,False,False,20210327_CZE_BEL
2021-03-27,CZE,BEL,BEL,Romelu Lukaku,60.0,False,False,20210327_CZE_BEL
2021-03-27,MNE,GIB,MNE,Fatos Bećiraj,25.0,False,False,20210327_MNE_GIB
2021-03-27,MNE,GIB,GIB,Reece Styche,30.0,False,True,20210327_MNE_GIB
2021-03-27,MNE,GIB,MNE,Marko Simić,43.0,False,False,20210327_MNE_GIB
2021-03-27,MNE,GIB,MNE,Žarko Tomašević,53.0,False,False,20210327_MNE_GIB
2021-03-27,MNE,GIB,MNE,Stevan Jovetić,80.0,False,False,20210327_MNE_GIB
2021-03-27,NED,LVA,NED,Steven Berghuis,32.0,False,False,20210327_NED_LVA
2021-03-27,NED,LVA,NED,Luuk de Jong,69.0,False,False,20210327_NED_LVA
2021-03-27,NOR,TUR,TUR,Ozan Tufan,4.0,False,False,20210327_NOR_TUR
2021-03-27,NOR,TUR,TUR,Çağlar Söyüncü,28.0,False,False,20210327_NOR_TUR
2021-03-27,NOR,TUR,TUR,Ozan Tufan,59.0,False,False,20210327_NOR_TUR
2021-03-27,IRL,LUX,LUX,Gerson Rodrigues,85.0,False,False,20210327_IRL_LUX
2021-03-27,RUS,SVN,RUS,Artem Dzyuba,26.0,False,False,20210327_RUS_SVN
2021-03-27,RUS,SVN,RUS,Artem Dzyuba,35.0,False,False,20210327_RUS_SVN
2021-03-27,RUS,SVN,SVN,Josip Iličić,36.0,False,False,20210327_RUS_SVN
2021-03-27,SRB,POR,POR,Diogo Jota,11.0,False,False,20210327_SRB_POR
2021-03-27,SRB,POR,POR,Diogo Jota,36.0,False,False,20210327_SRB_POR
2021-03-27,SRB,POR,SRB,Aleksandar Mitrović,46.0,False,False,20210327_SRB_POR
2021-03-27,SRB,POR,SRB,Filip Kostić,60.0,False,False,20210327_SRB_POR
2021-03-27,SVK,MLT,MLT,Luke Gambin,16.0,False,False,20210327_SVK_MLT
2021-03-27,SVK,MLT,MLT,Alexander Satariano,20.0,False,False,20210327_SVK_MLT
2021-03-27,SVK,MLT,SVK,David Strelec,49.0,False,False,20210327_SVK_MLT
2021-03-27,SVK,MLT,SVK,Milan Škriniar,53.0,False,False,20210327_SVK_MLT
2021-03-27,Turks and Caicos Islands,NCA,NCA,Juan Barrera,3.0,False,False,20210327_Turks-and-Caicos-Islands_NCA
2021-03-27,Turks and Caicos Islands,NCA,NCA,Ariagner Smith,8.0,False,False,20210327_Turks-and-Caicos-Islands_NCA
2021-03-27,Turks and Caicos Islands,NCA,NCA,Ariagner Smith,45.0,False,False,20210327_Turks-and-Caicos-Islands_NCA
2021-03-27,Turks and Caicos Islands,NCA,NCA,Marvin Fletes,46.0,False,False,20210327_Turks-and-Caicos-Islands_NCA
2021-03-27,Turks and Caicos Islands,NCA,NCA,Juan Barrera,59.0,False,False,20210327_Turks-and-Caicos-Islands_NCA
2021-03-27,Turks and Caicos Islands,NCA,NCA,Dshon Forbes,78.0,False,False,20210327_Turks-and-Caicos-Islands_NCA
2021-03-27,Turks and Caicos Islands,NCA,NCA,Matias Belli Moldskred,87.0,False,False,20210327_Turks-and-Caicos-Islands_NCA
2021-03-27,United States Virgin Islands,ATG,ATG,Peter Byers,26.0,False,False,20210327_United-States-Virgin-Islands_ATG
2021-03-27,United States Virgin Islands,ATG,ATG,Quinton Griffith,34.0,False,True,20210327_United-States-Virgin-Islands_ATG
2021-03-27,United States Virgin Islands,ATG,ATG,Quinton Griffith,42.0,False,False,20210327_United-States-Virgin-Islands_ATG
2021-03-28,ALB,ENG,ENG,Harry Kane,38.0,False,False,20210328_ALB_ENG
2021-03-28,ALB,ENG,ENG,Mason Mount,63.0,False,False,20210328_ALB_ENG
2021-03-28,ARM,ISL,ARM,Tigran Barseghyan,53.0,False,False,20210328_ARM_ISL
2021-03-28,ARM,ISL,ARM,Khoren Bayramyan,74.0,False,False,20210328_ARM_ISL
2021-03-28,AUT,FRO,FRO,Sonni Nattestad,19.0,False,False,20210328_AUT_FRO
2021-03-28,AUT,FRO,AUT,Aleksandar Dragović,30.0,False,False,20210328_AUT_FRO
2021-03-28,AUT,FRO,AUT,Christoph Baumgartner,37.0,False,False,20210328_AUT_FRO
2021-03-28,AUT,FRO,AUT,Saša Kalajdžić,44.0,False,False,20210328_AUT_FRO
2021-03-28,BUL,ITA,ITA,Andrea Belotti,43.0,False,True,20210328_BUL_ITA
2021-03-28,BUL,ITA,ITA,Manuel Locatelli,83.0,False,False,20210328_BUL_ITA
2021-03-28,CUB,CUW,CUW,Leandro Bacuna,11.0,False,False,20210328_CUB_CUW
2021-03-28,CUB,CUW,CUB,Onel Hernández,27.0,False,False,20210328_CUB_CUW
2021-03-28,CUB,CUW,CUW,Charlison Benschop,44.0,False,False,20210328_CUB_CUW
2021-03-28,DEN,MDA,DEN,Kasper Dolberg,19.0,False,True,20210328_DEN_MDA
2021-03-28,DEN,MDA,DEN,Mikkel Damsgaard,22.0,False,False,20210328_DEN_MDA
2021-03-28,DEN,MDA,DEN,Mikkel Damsgaard,29.0,False,False,20210328_DEN_MDA
2021-03-28,DEN,MDA,DEN,Jens Stryger Larsen,35.0,False,False,20210328_DEN_MDA
2021-03-28,DEN,MDA,DEN,Mathias Jensen,39.0,False,False,20210328_DEN_MDA
2021-03-28,DEN,MDA,DEN,Kasper Dolberg,48.0,False,False,20210328_DEN_MDA
2021-03-28,DEN,MDA,DEN,Robert Skov,81.0,False,False,20210328_DEN_MDA
2021-03-28,DEN,MDA,DEN,Marcus Ingvartsen,89.0,False,False,20210328_DEN_MDA
2021-03-28,DMA,PAN,PAN,Briel Thomas,28.0,True,False,20210328_DMA_PAN
2021-03-28,DMA,PAN,DMA,Audel Laville,82.0,False,False,20210328_DMA_PAN
2021-03-28,DMA,PAN,PAN,José Fajardo,85.0,False,False,20210328_DMA_PAN
2021-03-28,GEO,ESP,GEO,Khvicha Kvaratskhelia,44.0,False,False,20210328_GEO_ESP
2021-03-28,GEO,ESP,ESP,Ferran Torres,56.0,False,False,20210328_GEO_ESP
2021-03-28,GEO,ESP,ESP,Dani Olmo,90.0,False,False,20210328_GEO_ESP
2021-03-28,ISR,SCO,ISR,Dor Peretz,44.0,False,False,20210328_ISR_SCO
2021-03-28,ISR,SCO,SCO,Ryan Fraser,56.0,False,False,20210328_ISR_SCO
2021-03-28,KAZ,FRA,FRA,Ousmane Dembélé,19.0,False,False,20210328_KAZ_FRA
2021-03-28,KAZ,FRA,FRA,Serhiy Malyi,44.0,True,False,20210328_KAZ_FRA
2021-03-28,KVX,SWE,SWE,Ludwig Augustinsson,12.0,False,False,20210328_KVX_SWE
2021-03-28,KVX,SWE,SWE,Alexander Isak,35.0,False,False,20210328_KVX_SWE
2021-03-28,KVX,SWE,SWE,Sebastian Larsson,70.0,False,True,20210328_KVX_SWE
2021-03-28,Montserrat,SLV,SLV,David Rugamas,4.0,False,False,20210328_Montserrat_SLV
2021-03-28,Montserrat,SLV,Montserrat,Lyle Taylor,89.0,False,False,20210328_Montserrat_SLV
2021-03-28,MKD,LIE,MKD,Enis Bardhi,7.0,False,False,20210328_MKD_LIE
2021-03-28,MKD,LIE,MKD,Aleksandar Trajkovski,51.0,False,False,20210328_MKD_LIE
2021-03-28,MKD,LIE,MKD,Aleksandar Trajkovski,54.0,False,False,20210328_MKD_LIE
2021-03-28,MKD,LIE,MKD,Elif Elmas,62.0,False,False,20210328_MKD_LIE
2021-03-28,MKD,LIE,MKD,Ilija Nestorovski,82.0,False,True,20210328_MKD_LIE
2021-03-28,POL,AND,POL,Robert Lewandowski,30.0,False,False,20210328_POL_AND
2021-03-28,POL,AND,POL,Robert Lewandowski,55.0,False,False,20210328_POL_AND
2021-03-28,POL,AND,POL,Karol Świderski,88.0,False,False,20210328_POL_AND
2021-03-28,PUR,TRI,TRI,Joevin Jones,54.0,False,False,20210328_PUR_TRI
2021-03-28,PUR,TRI,PUR,Ricardo Rivera,72.0,False,False,20210328_PUR_TRI
2021-03-28,ROU,GER,GER,Serge Gnabry,17.0,False,False,20210328_ROU_GER
2021-03-28,SMR,HUN,HUN,Ádám Szalai,13.0,False,True,20210328_SMR_HUN
2021-03-28,SMR,HUN,HUN,Roland Sallai,71.0,False,False,20210328_SMR_HUN
2021-03-28,SMR,HUN,HUN,Nemanja Nikolić,88.0,False,True,20210328_SMR_HUN
2021-03-28,SUI,LTU,SUI,Xherdan Shaqiri,2.0,False,False,20210328_SUI_LTU
2021-03-28,UKR,FIN,UKR,Júnior Moraes,80.0,False,False,20210328_UKR_FIN
2021-03-28,UKR,FIN,FIN,Teemu Pukki,89.0,False,True,20210328_UKR_FIN
2021-03-29,CAY,CAN,CAN,Frank Sturing,6.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Cyle Larin,13.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,David Wotherspoon,25.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Alphonso Davies,27.0,False,True,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Mark-Anthony Kaye,32.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Alistair Johnston,44.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Mark-Anthony Kaye,63.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Lucas Cavallini,68.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Alphonso Davies,73.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Lucas Cavallini,74.0,False,False,20210329_CAY_CAN
2021-03-29,CAY,CAN,CAN,Lucas Cavallini,76.0,False,False,20210329_CAY_CAN
2021-03-30,AZE,SRB,SRB,Aleksandar Mitrović,16.0,False,False,20210330_AZE_SRB
2021-03-30,AZE,SRB,AZE,Emin Mahmudov,59.0,False,True,20210330_AZE_SRB
2021-03-30,AZE,SRB,SRB,Aleksandar Mitrović,81.0,False,False,20210330_AZE_SRB
2021-03-30,BRB,Anguilla,BRB,Emile Saimovici,81.0,False,False,20210330_BRB_Anguilla
2021-03-30,BEL,BLR,BEL,Michy Batshuayi,14.0,False,False,20210330_BEL_BLR
2021-03-30,BEL,BLR,BEL,Hans Vanaken,17.0,False,False,20210330_BEL_BLR
2021-03-30,BEL,BLR,BEL,Leandro Trossard,38.0,False,False,20210330_BEL_BLR
2021-03-30,BEL,BLR,BEL,Jérémy Doku,42.0,False,False,20210330_BEL_BLR
2021-03-30,BEL,BLR,BEL,Dennis Praet,49.0,False,False,20210330_BEL_BLR
2021-03-30,BEL,BLR,BEL,Christian Benteke,70.0,False,False,20210330_BEL_BLR
2021-03-30,BEL,BLR,BEL,Leandro Trossard,74.0,False,False,20210330_BEL_BLR
2021-03-30,BEL,BLR,BEL,Hans Vanaken,89.0,False,False,20210330_BEL_BLR
2021-03-30,BLZ,Turks and Caicos Islands,BLZ,Carlos Bernárdez,45.0,False,False,20210330_BLZ_Turks-and-Caicos-Islands
2021-03-30,BLZ,Turks and Caicos Islands,BLZ,Jesse August,47.0,False,False,20210330_BLZ_Turks-and-Caicos-Islands
2021-03-30,BLZ,Turks and Caicos Islands,BLZ,Carlos Bernárdez,48.0,False,False,20210330_BLZ_Turks-and-Caicos-Islands
2021-03-30,BLZ,Turks and Caicos Islands,BLZ,Deshawon Nembhard,81.0,False,False,20210330_BLZ_Turks-and-Caicos-Islands
2021-03-30,BLZ,Turks and Caicos Islands,BLZ,Deon McCaulay,90.0,False,False,20210330_BLZ_Turks-and-Caicos-Islands
2021-03-30,BER,Aruba,BER,Kane Crichlow,36.0,False,False,20210330_BER_Aruba
2021-03-30,BER,Aruba,BER,Jaylon Bather,40.0,False,False,20210330_BER_Aruba
2021-03-30,BER,Aruba,BER,Dante Leverock,57.0,False,False,20210330_BER_Aruba
2021-03-30,BER,Aruba,BER,Knory Scott,64.0,False,False,20210330_BER_Aruba
2021-03-30,BER,Aruba,BER,Kane Crichlow,80.0,False,False,20210330_BER_Aruba
2021-03-30,CRO,MLT,CRO,Ivan Perišić,62.0,False,False,20210330_CRO_MLT
2021-03-30,CRO,MLT,CRO,Luka Modrić,76.0,False,True,20210330_CRO_MLT
2021-03-30,CRO,MLT,CRO,Josip Brekalo,90.0,False,False,20210330_CRO_MLT
2021-03-30,CYP,SVN,CYP,Ioannis Pittas,42.0,False,False,20210330_CYP_SVN
2021-03-30,GIB,NED,NED,Steven Berghuis,42.0,False,False,20210330_GIB_NED
2021-03-30,GIB,NED,NED,Luuk de Jong,55.0,False,False,20210330_GIB_NED
2021-03-30,GIB,NED,NED,Memphis Depay,61.0,False,False,20210330_GIB_NED
2021-03-30,GIB,NED,NED,Georginio Wijnaldum,62.0,False,False,20210330_GIB_NED
2021-03-30,GIB,NED,NED,Donyell Malen,64.0,False,False,20210330_GIB_NED
2021-03-30,GIB,NED,NED,Donny van de Beek,85.0,False,False,20210330_GIB_NED
2021-03-30,GIB,NED,NED,Memphis Depay,88.0,False,False,20210330_GIB_NED
2021-03-30,GRN,United States Virgin Islands,GRN,Saydrel Lewis,33.0,False,False,20210330_GRN_United-States-Virgin-Islands
2021-03-30,GUY,Bahamas,GUY,Terence Vancooten,8.0,False,False,20210330_GUY_Bahamas
2021-03-30,GUY,Bahamas,GUY,Kadell Daniel,54.0,False,False,20210330_GUY_Bahamas
2021-03-30,GUY,Bahamas,GUY,Omari Glasgow,75.0,False,False,20210330_GUY_Bahamas
2021-03-30,GUY,Bahamas,GUY,Emery Welshman,81.0,False,False,20210330_GUY_Bahamas
2021-03-30,JPN,Mongolia,JPN,Takumi Minamino,13.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Yuya Osako,23.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Daichi Kamada,26.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Hidemasa Morita,33.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Khash-Erdene Tuya,39.0,True,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Yuya Osako,55.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Sho Inagaki,68.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Junya Ito,73.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Kyogo Furuhashi,78.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Junya Ito,79.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Kyogo Furuhashi,87.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Yuya Osako,90.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Sho Inagaki,90.0,False,False,20210330_JPN_Mongolia
2021-03-30,JPN,Mongolia,JPN,Takuma Asano,90.0,False,False,20210330_JPN_Mongolia
2021-03-30,LUX,POR,LUX,Gerson Rodrigues,30.0,False,False,20210330_LUX_POR
2021-03-30,LUX,POR,POR,Diogo Jota,45.0,False,False,20210330_LUX_POR
2021-03-30,LUX,POR,POR,Cristiano Ronaldo,51.0,False,False,20210330_LUX_POR
2021-03-30,LUX,POR,POR,João Palhinha,80.0,False,False,20210330_LUX_POR
2021-03-30,MNE,NOR,NOR,Alexander Sørloth,35.0,False,False,20210330_MNE_NOR
2021-03-30,VIN,VGB,VIN,Oalex Anderson,10.0,False,False,20210330_VIN_VGB
2021-03-30,VIN,VGB,VIN,Zidane Sam,20.0,False,False,20210330_VIN_VGB
2021-03-30,VIN,VGB,VIN,Azinho Solomon,86.0,False,False,20210330_VIN_VGB
2021-03-30,KSA,PLE,KSA,Yasser Al-Shahrani,37.0,False,False,20210330_KSA_PLE
2021-03-30,KSA,PLE,KSA,Fahad Al-Muwallad,43.0,False,False,20210330_KSA_PLE
2021-03-30,KSA,PLE,KSA,Saleh Al-Shehri,52.0,False,False,20210330_KSA_PLE
2021-03-30,KSA,PLE,KSA,Saleh Al-Shehri,58.0,False,False,20210330_KSA_PLE
2021-03-30,KSA,PLE,KSA,Salem Al-Dawsari,88.0,False,True,20210330_KSA_PLE
2021-03-30,SVK,RUS,SVK,Milan Škriniar,38.0,False,False,20210330_SVK_RUS
2021-03-30,SVK,RUS,RUS,Mário Fernandes,71.0,False,False,20210330_SVK_RUS
2021-03-30,SVK,RUS,SVK,Róbert Mak,74.0,False,False,20210330_SVK_RUS
2021-03-30,TUR,LVA,TUR,Kenan Karaman,2.0,False,False,20210330_TUR_LVA
2021-03-30,TUR,LVA,TUR,Hakan Çalhanoğlu,33.0,False,False,20210330_TUR_LVA
2021-03-30,TUR,LVA,LVA,Roberts Savaļnieks,35.0,False,False,20210330_TUR_LVA
2021-03-30,TUR,LVA,TUR,Burak Yılmaz,52.0,False,True,20210330_TUR_LVA
2021-03-30,TUR,LVA,LVA,Roberts Uldriķis,58.0,False,False,20210330_TUR_LVA
2021-03-30,TUR,LVA,LVA,Dāvis Ikaunieks,79.0,False,False,20210330_TUR_LVA
2021-03-30,WAL,CZE,WAL,Daniel James,82.0,False,False,20210330_WAL_CZE
2021-03-31,AND,HUN,HUN,Attila Fiola,45.0,False,False,20210331_AND_HUN
2021-03-31,AND,HUN,HUN,Dániel Gazdag,51.0,False,False,20210331_AND_HUN
2021-03-31,AND,HUN,HUN,László Kleinheisler,58.0,False,False,20210331_AND_HUN
2021-03-31,AND,HUN,AND,Marc Pujol,90.0,False,True,20210331_AND_HUN
2021-03-31,AND,HUN,HUN,Loïc Négo,90.0,False,False,20210331_AND_HUN
2021-03-31,ARM,ROU,ARM,Eduard Spertsyan,56.0,False,False,20210331_ARM_ROU
2021-03-31,ARM,ROU,ROU,Alexandru Cicâldău,62.0,False,False,20210331_ARM_ROU
2021-03-31,ARM,ROU,ROU,Alexandru Cicâldău,72.0,False,False,20210331_ARM_ROU
2021-03-31,ARM,ROU,ARM,Varazdat Haroyan,87.0,False,False,20210331_ARM_ROU
2021-03-31,ARM,ROU,ARM,Tigran Barseghyan,89.0,False,True,20210331_ARM_ROU
2021-03-31,AUT,DEN,DEN,Andreas Skov Olsen,58.0,False,False,20210331_AUT_DEN
2021-03-31,AUT,DEN,DEN,Joakim Mæhle,63.0,False,False,20210331_AUT_DEN
2021-03-31,AUT,DEN,DEN,Pierre-Emile Højbjerg,67.0,False,False,20210331_AUT_DEN
2021-03-31,AUT,DEN,DEN,Andreas Skov Olsen,74.0,False,False,20210331_AUT_DEN
2021-03-31,BIH,FRA,FRA,Antoine Griezmann,60.0,False,False,20210331_BIH_FRA
2021-03-31,ENG,POL,ENG,Harry Kane,19.0,False,True,20210331_ENG_POL
2021-03-31,ENG,POL,POL,Jakub Moder,58.0,False,False,20210331_ENG_POL
2021-03-31,ENG,POL,ENG,Harry Maguire,85.0,False,False,20210331_ENG_POL
2021-03-31,GER,MKD,MKD,Goran Pandev,45.0,False,False,20210331_GER_MKD
2021-03-31,GER,MKD,GER,İlkay Gündoğan,63.0,False,True,20210331_GER_MKD
2021-03-31,GER,MKD,MKD,Elif Elmas,85.0,False,False,20210331_GER_MKD
2021-03-31,GRE,GEO,GRE,Otar Kakabadze,76.0,True,False,20210331_GRE_GEO
2021-03-31,GRE,GEO,GEO,Khvicha Kvaratskhelia,78.0,False,False,20210331_GRE_GEO
2021-03-31,LIE,ISL,ISL,Birkir Már Sævarsson,12.0,False,False,20210331_LIE_ISL
2021-03-31,LIE,ISL,ISL,Birkir Bjarnason,45.0,False,False,20210331_LIE_ISL
2021-03-31,LIE,ISL,ISL,Victor Pálsson,77.0,False,False,20210331_LIE_ISL
2021-03-31,LIE,ISL,LIE,Yanik Frick,79.0,False,False,20210331_LIE_ISL
2021-03-31,LIE,ISL,ISL,Rúnar Már Sigurjónsson,90.0,False,True,20210331_LIE_ISL
2021-03-31,LTU,ITA,ITA,Stefano Sensi,48.0,False,False,20210331_LTU_ITA
2021-03-31,LTU,ITA,ITA,Ciro Immobile,90.0,False,True,20210331_LTU_ITA
2021-03-31,MDA,ISR,MDA,Cătălin Carp,29.0,False,False,20210331_MDA_ISR
2021-03-31,MDA,ISR,ISR,Eran Zahavi,45.0,False,False,20210331_MDA_ISR
2021-03-31,MDA,ISR,ISR,Manor Solomon,57.0,False,False,20210331_MDA_ISR
2021-03-31,MDA,ISR,ISR,Mu'nas Dabbur,64.0,False,False,20210331_MDA_ISR
2021-03-31,MDA,ISR,ISR,Bibras Natcho,66.0,False,False,20210331_MDA_ISR
2021-03-31,SMR,ALB,ALB,Rey Manaj,63.0,False,False,20210331_SMR_ALB
2021-03-31,SMR,ALB,ALB,Myrto Uzuni,85.0,False,False,20210331_SMR_ALB
2021-03-31,SCO,FRO,SCO,John McGinn,7.0,False,False,20210331_SCO_FRO
2021-03-31,SCO,FRO,SCO,John McGinn,53.0,False,False,20210331_SCO_FRO
2021-03-31,SCO,FRO,SCO,Ché Adams,60.0,False,False,20210331_SCO_FRO
2021-03-31,SCO,FRO,SCO,Ryan Fraser,70.0,False,False,20210331_SCO_FRO
2021-03-31,ESP,KVX,ESP,Dani Olmo,34.0,False,False,20210331_ESP_KVX
2021-03-31,ESP,KVX,ESP,Ferran Torres,36.0,False,False,20210331_ESP_KVX
2021-03-31,ESP,KVX,KVX,Besar Halimi,70.0,False,False,20210331_ESP_KVX
2021-03-31,ESP,KVX,ESP,Gerard Moreno,75.0,False,False,20210331_ESP_KVX
2021-03-31,UKR,KAZ,UKR,Roman Yaremchuk,20.0,False,False,20210331_UKR_KAZ
2021-03-31,UKR,KAZ,KAZ,Serikzhan Muzhikov,59.0,False,False,20210331_UKR_KAZ
2021-05-28,JPN,MYA,JPN,Takumi Minamino,8.0,False,False,20210528_JPN_MYA
2021-05-28,JPN,MYA,JPN,Yuya Osako,22.0,False,False,20210528_JPN_MYA
2021-05-28,JPN,MYA,JPN,Yuya Osako,30.0,False,True,20210528_JPN_MYA
2021-05-28,JPN,MYA,JPN,Yuya Osako,36.0,False,False,20210528_JPN_MYA
2021-05-28,JPN,MYA,JPN,Yuya Osako,49.0,False,False,20210528_JPN_MYA
2021-05-28,JPN,MYA,JPN,Hidemasa Morita,57.0,False,False,20210528_JPN_MYA
2021-05-28,JPN,MYA,JPN,Takumi Minamino,66.0,False,False,20210528_JPN_MYA
